ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
34.184,1.623,2493.0,0.0,10.167,175.58,1.875,0.0,0.0,9.94,9.812,68.664,35.84,41.121,38.484,32.609,0.585,0,43,2018-11-24 00:00:00,3,100,0,130,1
24.546,1.19,2475.0,0.001,10.423,170.98,2.039,0.0,0.0,9.707,9.604,69.22,37.164,41.867,39.086,34.82,0.555,60,43,2018-11-24 01:00:00,3,100,0,130,1
21.797,1.1,2468.8,0.003,10.401,170.57,1.805,0.0,0.0,9.623,9.524,69.437,38.379,42.777,39.75,35.797,0.561,120,43,2018-11-24 02:00:00,3,100,0,130,1
20.084,1.044,2445.4,0.003,10.348,170.15,1.133,0.0,0.0,9.528,9.424,69.437,39.273,43.785,40.543,36.711,0.558,180,43,2018-11-24 03:00:00,3,100,0,130,1
19.784,1.07,2433.2,0.007,10.307,169.91,1.828,0.0,0.0,9.425,9.318,69.821,40.285,44.641,41.504,37.598,0.583,240,43,2018-11-24 04:00:00,3,100,0,130,1
19.123,1.071,2425.4,0.003,10.216,169.52,1.828,0.0,0.0,9.33,9.225,69.948,41.121,45.473,42.27,38.34,0.577,300,43,2018-11-24 05:00:00,3,100,0,130,1
18.454,1.07,2415.4,0.0,10.153,169.29,1.484,0.0,0.0,9.281,9.193,69.622,41.891,46.246,43.027,39.07,0.57,360,43,2018-11-24 06:00:00,3,100,0,130,1
17.76,1.053,2403.4,0.0,10.099,168.91,0.953,0.0,0.0,9.191,9.106,69.413,42.648,46.953,43.531,39.672,0.564,420,43,2018-11-24 07:00:00,3,100,0,130,1
17.912,1.094,2401.4,0.005,10.044,168.85,0.875,0.0,0.0,9.139,9.05,69.705,43.293,47.66,44.293,40.254,0.573,480,43,2018-11-24 08:00:00,3,100,0,130,1
17.952,1.114,2407.4,0.0,9.996,168.68,0.891,0.0,0.0,9.116,9.023,69.18,43.898,48.27,44.867,40.742,0.576,540,43,2018-11-24 09:00:00,3,100,0,130,1
17.605,1.114,2411.4,0.0,10.014,168.71,1.492,0.0,0.0,9.109,9.028,69.844,44.488,48.828,45.402,41.246,0.558,600,43,2018-11-24 10:00:00,3,100,0,130,1
17.933,1.158,2407.2,0.0,9.947,168.56,0.891,0.0,0.0,9.066,8.985,70.046,45.008,49.391,46.008,41.641,0.592,660,43,2018-11-24 11:00:00,3,100,0,130,1
17.388,1.137,2401.4,0.0,9.959,168.44,0.781,0.0,0.0,9.038,8.955,69.394,45.496,49.867,46.391,42.133,0.603,720,43,2018-11-24 12:00:00,3,100,0,130,1
17.61,1.178,2397.4,0.003,9.892,168.37,0.766,0.0,0.0,8.941,8.867,69.607,46.004,50.309,46.891,42.488,0.579,780,43,2018-11-24 13:00:00,3,100,0,130,1
17.502,1.18,2391.4,0.005,9.871,167.99,1.18,0.0,0.0,8.939,8.868,70.355,46.402,50.781,47.355,42.898,0.576,840,43,2018-11-24 14:00:00,3,100,0,130,1
17.271,1.176,2383.4,0.005,9.829,167.74,1.508,0.0,0.0,8.916,8.839,69.771,46.832,51.16,47.738,43.297,0.561,900,43,2018-11-24 15:00:00,3,100,0,130,1
17.087,1.174,2381.4,0.004,9.816,167.77,0.758,0.0,0.0,8.882,8.818,69.68,47.191,51.57,47.984,43.562,0.58,960,43,2018-11-24 16:00:00,3,100,0,130,1
17.35,1.211,2373.4,0.0,9.748,167.71,0.664,0.0,0.0,8.866,8.791,69.706,47.512,51.93,48.426,43.816,0.574,1020,43,2018-11-24 17:00:00,3,100,0,130,1
17.299,1.214,2361.4,0.003,9.769,167.42,0.844,0.0,0.0,8.857,8.776,69.773,47.84,52.27,48.75,44.133,0.598,1080,43,2018-11-24 18:00:00,3,100,0,130,1
17.232,1.218,2363.4,0.0,9.757,167.53,0.789,0.0,0.0,8.834,8.764,69.821,48.09,52.527,49.035,44.379,0.6,1140,43,2018-11-24 19:00:00,3,100,0,130,1
17.28,1.224,2343.4,0.008,9.734,167.44,0.82,0.0,0.0,8.837,8.767,70.32,48.359,52.848,49.258,44.535,0.615,1200,43,2018-11-24 20:00:00,3,100,0,130,1
17.595,1.265,2347.4,0.0,9.642,167.16,0.68,0.0,0.0,8.807,8.744,69.97,48.613,53.074,49.582,44.715,0.62,1260,43,2018-11-24 21:00:00,3,100,0,130,1
17.873,1.294,2345.4,0.0,9.653,167.16,1.273,0.0,0.0,8.844,8.774,70.138,48.863,53.289,49.832,44.859,0.618,1320,43,2018-11-24 22:00:00,3,100,0,130,1
17.685,1.285,2339.4,0.001,9.604,166.97,0.719,0.0,0.0,8.847,8.763,69.228,49.035,53.473,50.074,45.098,0.618,1380,43,2018-11-24 23:00:00,3,100,0,130,1
17.929,1.303,2333.4,0.003,9.617,167.15,1.406,0.0,0.0,8.795,8.715,70.645,49.187,53.672,50.258,45.211,0.618,1440,43,2018-11-25 00:00:00,3,100,0,130,1
18.348,1.351,2346.4,0.0,9.604,167.02,1.484,0.0,0.0,8.82,8.753,70.431,49.367,53.863,50.422,45.293,0.63,1500,43,2018-11-25 01:00:00,3,100,0,130,1
18.024,1.328,2379.4,0.006,9.584,166.96,1.211,0.0,0.0,8.767,8.7,69.885,49.621,54.098,50.664,45.504,0.631,1560,43,2018-11-25 02:00:00,3,100,0,130,1
18.529,1.366,2386.6,0.0,9.565,166.81,0.844,0.0,0.0,8.782,8.714,69.54,49.754,54.258,50.844,45.52,0.635,1620,43,2018-11-25 03:00:00,3,100,0,130,1
18.154,1.341,2384.4,0.006,9.599,166.68,1.312,0.0,0.0,8.796,8.729,69.842,50.008,54.406,51.016,45.781,0.634,1680,43,2018-11-25 04:00:00,3,100,0,130,1
18.543,1.385,2371.6,0.0,9.514,166.65,1.484,0.0,0.0,8.771,8.704,69.886,50.156,54.613,51.121,45.773,0.609,1740,43,2018-11-25 05:00:00,3,100,0,130,1
18.733,1.401,2375.0,0.003,9.513,166.48,1.43,0.0,0.0,8.812,8.738,69.855,50.207,54.687,51.355,45.891,0.628,1800,43,2018-11-25 06:00:00,3,100,0,130,1
18.159,1.361,2392.0,0.001,9.536,166.45,1.305,0.0,0.0,8.769,8.699,69.815,50.383,54.809,51.43,46.125,0.612,1860,43,2018-11-25 07:00:00,3,100,0,130,1
18.69,1.399,2389.8,0.0,9.475,166.38,1.359,0.0,0.0,8.722,8.654,69.998,50.445,54.918,51.5,46.051,0.613,1920,43,2018-11-25 08:00:00,3,100,0,130,1
18.599,1.402,2390.2,0.0,9.479,166.4,1.359,0.0,0.0,8.764,8.709,69.81,50.578,55.102,51.605,46.203,0.615,1980,43,2018-11-25 09:00:00,3,100,0,130,1
18.335,1.376,2389.0,0.006,9.523,166.16,1.492,0.0,0.0,8.775,8.722,69.75,50.637,55.211,51.785,46.367,0.618,2040,43,2018-11-25 10:00:00,3,100,0,130,1
18.705,1.408,2384.4,0.0,9.461,166.07,1.281,0.0,0.0,8.738,8.671,69.956,50.793,55.301,51.801,46.289,0.624,2100,43,2018-11-25 11:00:00,3,100,0,130,1
18.749,1.42,2389.4,0.001,9.419,166.1,0.711,0.0,0.0,8.717,8.646,69.89,50.879,55.406,52.023,46.461,0.617,2160,43,2018-11-25 12:00:00,3,100,0,130,1
18.324,1.386,2389.8,0.003,9.441,166.02,1.312,0.0,0.0,8.725,8.674,69.821,50.953,55.461,52.027,46.586,0.625,2220,43,2018-11-25 13:00:00,3,100,0,130,1
18.664,1.414,2390.2,0.0,9.412,165.92,0.703,0.0,0.0,8.715,8.658,70.012,50.992,55.492,52.191,46.633,0.638,2280,43,2018-11-25 14:00:00,3,100,0,130,1
19.261,1.469,2386.8,0.007,9.445,166.09,0.664,0.0,0.0,8.749,8.688,69.783,51.039,55.629,52.297,46.539,0.618,2340,43,2018-11-25 15:00:00,3,100,0,130,1
19.443,1.485,2374.6,0.0,9.417,165.92,0.625,0.0,0.0,8.72,8.663,69.707,51.219,55.719,52.379,46.547,0.611,2400,43,2018-11-25 16:00:00,3,100,0,130,1
18.779,1.436,2362.4,0.003,9.441,166.02,1.359,0.0,0.0,8.75,8.686,69.841,51.234,55.773,52.445,46.789,0.622,2460,43,2018-11-25 17:00:00,3,100,0,130,1
18.588,1.426,2350.8,0.007,9.419,165.86,0.953,0.0,0.0,8.743,8.683,69.481,51.391,55.887,52.449,46.828,0.611,2520,43,2018-11-25 18:00:00,3,100,0,130,1
19.0,1.454,2345.2,0.001,9.406,165.79,1.125,0.0,0.0,8.686,8.626,69.906,51.383,55.941,52.539,46.789,0.609,2580,43,2018-11-25 19:00:00,3,100,0,130,1
19.141,1.47,2319.4,0.004,9.429,165.79,1.289,0.0,0.0,8.736,8.67,69.81,51.422,55.969,52.664,46.957,0.643,2640,43,2018-11-25 20:00:00,3,100,0,130,1
19.022,1.47,2315.4,0.0,9.417,165.79,0.937,0.0,0.0,8.742,8.677,69.861,51.465,56.047,52.715,46.949,0.609,2700,43,2018-11-25 21:00:00,3,100,0,130,1
19.012,1.463,2309.4,0.003,9.394,165.81,0.711,0.0,0.0,8.691,8.636,69.594,51.559,56.121,52.781,47.023,0.622,2760,43,2018-11-25 22:00:00,3,100,0,130,1
19.26,1.474,2368.0,0.003,9.421,165.69,0.687,0.0,0.0,8.737,8.668,69.832,51.645,56.211,52.781,46.961,0.618,2820,43,2018-11-25 23:00:00,3,100,0,130,1
19.231,1.474,2378.2,0.001,9.395,165.62,0.734,0.0,0.0,8.717,8.665,69.909,51.645,56.215,52.863,47.027,0.615,2880,43,2018-11-26 00:00:00,3,100,0,130,1
19.669,1.519,2381.6,0.007,9.394,165.66,1.281,0.0,0.0,8.682,8.619,69.866,51.742,56.27,52.941,46.945,0.62,2940,43,2018-11-26 01:00:00,3,100,0,130,1
19.821,1.518,2382.0,0.003,9.401,165.66,0.656,0.0,0.0,8.692,8.63,70.207,51.805,56.371,52.941,46.945,0.623,3000,43,2018-11-26 02:00:00,3,100,0,130,1
19.307,1.483,2382.2,0.001,9.376,165.62,1.406,0.0,0.0,8.701,8.641,69.9,51.805,56.398,53.082,47.184,0.618,3060,43,2018-11-26 03:00:00,3,100,0,130,1
19.594,1.512,2378.6,0.004,9.398,165.52,0.859,0.0,0.0,8.701,8.644,69.797,51.871,56.48,53.109,47.117,0.616,3120,43,2018-11-26 04:00:00,3,100,0,130,1
19.504,1.512,2375.4,0.003,9.373,165.59,0.68,0.0,0.0,8.667,8.599,70.061,51.887,56.469,53.062,47.105,0.609,3180,43,2018-11-26 05:00:00,3,100,0,130,1
19.894,1.534,2375.4,0.001,9.387,165.48,0.555,0.0,0.0,8.685,8.628,69.847,51.953,56.547,53.199,47.105,0.618,3240,43,2018-11-26 06:00:00,3,100,0,130,1
19.388,1.493,2370.6,0.005,9.382,165.72,1.25,0.0,0.0,8.729,8.673,70.024,51.957,56.566,53.199,47.277,0.614,3300,43,2018-11-26 07:00:00,3,100,0,130,1
19.001,1.476,2367.4,0.003,9.316,165.54,0.641,0.0,0.0,8.697,8.638,69.979,51.953,56.602,53.285,47.453,0.624,3360,43,2018-11-26 08:00:00,3,100,0,130,1
19.482,1.509,2365.4,0.001,9.332,165.51,1.281,0.0,0.0,8.679,8.614,69.913,52.043,56.656,53.285,47.301,0.627,3420,43,2018-11-26 09:00:00,3,100,0,130,1
20.119,1.556,2367.4,0.0,9.336,165.68,1.312,0.0,0.0,8.708,8.648,69.86,52.098,56.746,53.297,47.109,0.631,3480,43,2018-11-26 10:00:00,3,100,0,130,1
19.396,1.503,2359.4,0.001,9.334,165.51,1.203,0.0,0.0,8.698,8.644,69.844,52.148,56.742,53.336,47.379,0.629,3540,43,2018-11-26 11:00:00,3,100,0,130,1
19.268,1.494,2352.6,0.001,9.318,165.64,0.68,0.0,0.0,8.685,8.627,69.814,52.137,56.754,53.375,47.437,0.605,3600,43,2018-11-26 12:00:00,3,100,0,130,1
20.328,1.584,2342.6,0.001,9.321,165.56,1.25,0.0,0.0,8.686,8.626,69.864,52.141,56.797,53.461,47.211,0.622,3660,43,2018-11-26 13:00:00,3,100,0,130,1
20.055,1.561,2343.0,0.004,9.337,165.59,0.742,0.0,0.0,8.667,8.601,70.091,52.109,56.805,53.473,47.301,0.618,3720,43,2018-11-26 14:00:00,3,100,0,130,1
20.007,1.558,2341.0,0.0,9.337,165.43,0.656,0.0,0.0,8.671,8.612,69.974,52.223,56.832,53.48,47.281,0.632,3780,43,2018-11-26 15:00:00,3,100,0,130,1
20.295,1.584,2339.0,0.0,9.343,165.41,1.305,0.0,0.0,8.667,8.612,69.845,52.312,56.867,53.473,47.207,0.624,3840,43,2018-11-26 16:00:00,3,100,0,130,1
20.353,1.585,2335.2,0.006,9.33,165.45,1.203,0.0,0.0,8.672,8.604,69.828,52.312,56.863,53.5,47.199,0.618,3900,43,2018-11-26 17:00:00,3,100,0,130,1
19.171,1.497,2335.0,0.001,9.297,165.52,0.633,0.0,0.0,8.667,8.597,69.963,52.316,56.895,53.562,47.621,0.629,3960,43,2018-11-26 18:00:00,3,100,0,130,1
19.912,1.549,2318.4,0.007,9.367,165.53,0.859,0.0,0.0,8.667,8.609,69.889,52.309,56.918,53.516,47.371,0.613,4020,43,2018-11-26 19:00:00,3,100,0,130,1
19.975,1.552,2307.4,0.0,9.35,165.48,1.289,0.0,0.0,8.692,8.641,69.887,52.309,56.984,53.555,47.367,0.61,4080,43,2018-11-26 20:00:00,3,100,0,130,1
20.003,1.555,2301.4,0.003,9.336,165.52,0.625,0.0,0.0,8.682,8.627,70.046,52.406,57.0,53.621,47.445,0.617,4140,43,2018-11-26 21:00:00,3,100,0,130,1
19.33,1.495,2297.6,0.003,9.321,165.52,0.687,0.0,0.0,8.682,8.626,70.005,52.301,56.973,53.629,47.699,0.615,4200,43,2018-11-26 22:00:00,3,100,0,130,1
19.272,1.469,2299.4,0.003,9.31,165.57,1.414,0.0,0.0,8.668,8.607,70.129,52.488,57.0,53.637,47.781,0.629,4260,43,2018-11-26 23:00:00,3,100,0,130,1
19.449,1.458,2297.4,0.003,9.302,165.48,0.656,0.0,0.0,8.651,8.589,69.831,52.539,57.023,53.742,47.934,0.625,4320,43,2018-11-27 00:00:00,3,100,0,130,1
19.89,1.493,2316.6,0.0,9.337,165.64,1.234,0.0,0.0,8.683,8.63,69.592,52.648,57.07,53.797,47.848,0.605,4380,43,2018-11-27 01:00:00,3,100,0,130,1
21.301,1.599,2353.4,0.001,9.343,165.7,0.641,0.0,0.0,8.639,8.589,69.886,52.648,57.148,53.891,47.617,0.625,4440,43,2018-11-27 02:00:00,3,100,0,130,1
