ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
29.287,1.402,2666.0,0.001,10.174,187.54,1.109,0.0,0.0,9.954,9.836,68.159,36.09,41.129,38.578,33.594,0.535,0,59,2022-12-05 00:00:00,3,100,0,130,1
23.32,1.147,2617.2,0.0,10.404,180.84,1.18,0.0,0.0,9.731,9.622,68.528,37.488,42.078,39.234,35.141,0.531,60,59,2022-12-05 01:00:00,3,100,0,130,1
21.283,1.085,2603.8,0.0,10.41,180.54,0.945,0.0,0.0,9.634,9.532,68.758,38.527,43.039,40.051,36.141,0.53,120,59,2022-12-05 02:00:00,3,100,0,130,1
20.574,1.1,2582.8,0.003,10.348,180.07,0.68,0.0,0.0,9.514,9.406,68.851,39.453,43.961,40.922,36.949,0.543,180,59,2022-12-05 03:00:00,3,100,0,130,1
19.977,1.1,2570.8,0.0,10.288,179.7,0.969,0.0,0.0,9.425,9.324,69.036,40.387,44.887,41.758,37.77,0.533,240,59,2022-12-05 04:00:00,3,100,0,130,1
19.257,1.105,2562.8,0.001,10.204,179.22,1.133,0.0,0.0,9.312,9.222,68.479,41.211,45.687,42.609,38.578,0.546,300,59,2022-12-05 05:00:00,3,100,0,130,1
18.361,1.074,2554.8,0.0,10.167,178.79,0.82,0.0,0.0,9.259,9.171,69.123,42.043,46.43,43.199,39.238,0.525,360,59,2022-12-05 06:00:00,3,100,0,130,1
18.12,1.079,2542.0,0.001,10.111,178.49,0.43,0.0,0.0,9.193,9.088,69.06,42.73,47.117,43.785,39.828,0.53,420,59,2022-12-05 07:00:00,3,100,0,130,1
17.789,1.094,2536.0,0.0,10.068,178.38,0.445,0.0,0.0,9.153,9.059,68.863,43.41,47.781,44.445,40.402,0.531,480,59,2022-12-05 08:00:00,3,100,0,130,1
17.72,1.113,2536.2,0.0,10.016,178.27,0.469,0.0,0.0,9.113,9.028,68.97,43.973,48.414,45.117,40.895,0.531,540,59,2022-12-05 09:00:00,3,100,0,130,1
18.078,1.161,2544.2,0.001,10.0,178.35,0.891,0.0,0.0,9.092,9.017,68.863,44.566,48.977,45.633,41.336,0.535,600,59,2022-12-05 10:00:00,3,100,0,130,1
17.749,1.155,2540.2,0.003,9.936,177.97,0.266,0.0,0.0,9.043,8.955,68.919,45.086,49.465,46.117,41.82,0.534,660,59,2022-12-05 11:00:00,3,100,0,130,1
17.474,1.154,2533.4,0.001,9.932,177.84,0.398,0.0,0.0,9.026,8.946,69.167,45.59,49.961,46.562,42.23,0.563,720,59,2022-12-05 12:00:00,3,100,0,130,1
17.57,1.184,2528.2,0.003,9.891,177.67,0.375,0.0,0.0,8.95,8.856,69.184,46.004,50.391,47.066,42.633,0.54,780,59,2022-12-05 13:00:00,3,100,0,130,1
17.634,1.201,2519.0,0.0,9.851,177.31,0.445,0.0,0.0,8.953,8.884,69.056,46.422,50.82,47.504,43.043,0.541,840,59,2022-12-05 14:00:00,3,100,0,130,1
17.529,1.196,2509.6,0.003,9.86,177.14,0.867,0.0,0.0,8.926,8.852,68.666,46.773,51.191,47.828,43.285,0.551,900,59,2022-12-05 15:00:00,3,100,0,130,1
17.698,1.221,2509.6,0.0,9.816,177.07,0.273,0.0,0.0,8.899,8.825,69.308,47.18,51.586,48.219,43.562,0.585,960,59,2022-12-05 16:00:00,3,100,0,130,1
17.382,1.213,2502.0,0.0,9.773,177.01,0.328,0.0,0.0,8.885,8.816,69.362,47.441,51.937,48.504,43.945,0.542,1020,59,2022-12-05 17:00:00,3,100,0,130,1
17.324,1.221,2492.4,0.007,9.799,176.82,0.219,0.0,0.0,8.834,8.764,68.951,47.852,52.25,48.82,44.207,0.577,1080,59,2022-12-05 18:00:00,3,100,0,130,1
17.677,1.265,2490.4,0.0,9.733,176.68,0.367,0.0,0.0,8.852,8.78,68.939,48.043,52.535,49.258,44.422,0.564,1140,59,2022-12-05 19:00:00,3,100,0,130,1
17.479,1.252,2471.2,0.003,9.744,176.52,0.484,0.0,0.0,8.835,8.767,69.157,48.336,52.832,49.434,44.609,0.562,1200,59,2022-12-05 20:00:00,3,100,0,130,1
17.622,1.268,2475.0,0.001,9.67,176.44,0.344,0.0,0.0,8.833,8.748,69.314,48.531,53.086,49.668,44.789,0.6,1260,59,2022-12-05 21:00:00,3,100,0,130,1
17.821,1.293,2469.0,0.0,9.656,176.34,0.789,0.0,0.0,8.823,8.745,69.057,48.777,53.262,49.926,44.965,0.598,1320,59,2022-12-05 22:00:00,3,100,0,130,1
17.939,1.304,2469.0,0.001,9.644,176.12,0.352,0.0,0.0,8.856,8.788,69.523,48.969,53.457,50.176,45.125,0.607,1380,59,2022-12-05 23:00:00,3,100,0,130,1
17.788,1.304,2461.2,0.0,9.608,176.18,0.758,0.0,0.0,8.792,8.729,69.259,49.184,53.668,50.328,45.316,0.588,1440,59,2022-12-06 00:00:00,3,100,0,130,1
17.966,1.323,2455.4,0.0,9.593,176.15,0.875,0.0,0.0,8.821,8.745,68.738,49.336,53.852,50.594,45.465,0.585,1500,59,2022-12-06 01:00:00,3,100,0,130,1
18.331,1.351,2443.4,0.0,9.584,175.94,0.719,0.0,0.0,8.755,8.693,69.156,49.598,54.098,50.746,45.504,0.581,1560,59,2022-12-06 02:00:00,3,100,0,130,1
18.188,1.354,2439.4,0.001,9.557,175.99,0.477,0.008,0.0,8.801,8.733,69.198,49.719,54.242,50.988,45.719,0.592,1620,59,2022-12-06 03:00:00,3,100,0,130,1
18.095,1.342,2435.4,0.001,9.557,175.66,0.711,0.0,0.0,8.773,8.707,69.215,49.879,54.367,51.02,45.785,0.59,1680,59,2022-12-06 04:00:00,3,100,0,130,1
18.508,1.392,2433.4,0.001,9.546,175.42,0.797,0.0,0.0,8.78,8.719,69.3,49.996,54.539,51.262,45.805,0.602,1740,59,2022-12-06 05:00:00,3,100,0,130,1
18.65,1.398,2427.4,0.001,9.539,175.31,0.633,0.0,0.0,8.792,8.73,69.246,50.129,54.609,51.395,45.953,0.589,1800,59,2022-12-06 06:00:00,3,100,0,130,1
18.188,1.361,2441.4,0.003,9.507,175.25,0.766,0.0,0.0,8.75,8.678,69.192,50.207,54.781,51.527,46.176,0.596,1860,59,2022-12-06 07:00:00,3,100,0,130,1
18.648,1.403,2454.4,0.009,9.517,175.23,0.633,0.0,0.0,8.745,8.679,69.304,50.379,54.867,51.586,46.125,0.601,1920,59,2022-12-06 08:00:00,3,100,0,130,1
18.394,1.388,2452.4,0.001,9.479,175.34,0.703,0.0,0.0,8.781,8.717,69.184,50.539,55.027,51.828,46.363,0.59,1980,59,2022-12-06 09:00:00,3,100,0,130,1
18.565,1.403,2470.4,0.001,9.483,174.93,0.703,0.0,0.0,8.766,8.695,69.145,50.531,55.121,51.855,46.367,0.59,2040,59,2022-12-06 10:00:00,3,100,0,130,1
18.791,1.421,2448.4,0.005,9.467,175.01,0.687,0.0,0.0,8.717,8.646,69.177,50.691,55.223,52.039,46.441,0.6,2100,59,2022-12-06 11:00:00,3,100,0,130,1
18.456,1.399,2470.4,0.0,9.454,175.07,0.344,0.0,0.0,8.729,8.66,69.084,50.832,55.367,52.031,46.547,0.593,2160,59,2022-12-06 12:00:00,3,100,0,130,1
18.955,1.445,2479.0,0.001,9.446,174.98,0.656,0.0,0.0,8.741,8.679,68.953,50.832,55.449,52.246,46.633,0.589,2220,59,2022-12-06 13:00:00,3,100,0,130,1
18.578,1.411,2487.4,0.003,9.462,174.82,0.352,0.0,0.0,8.741,8.683,68.983,50.859,55.492,52.242,46.707,0.59,2280,59,2022-12-06 14:00:00,3,100,0,130,1
19.484,1.477,2481.4,0.001,9.459,174.88,0.406,0.0,0.0,8.757,8.698,69.018,50.992,55.551,52.293,46.469,0.598,2340,59,2022-12-06 15:00:00,3,100,0,130,1
19.046,1.46,2485.8,0.003,9.429,174.67,0.367,0.0,0.0,8.72,8.663,68.955,51.051,55.68,52.449,46.707,0.586,2400,59,2022-12-06 16:00:00,3,100,0,130,1
18.707,1.429,2489.4,0.0,9.459,174.78,0.742,0.0,0.0,8.739,8.684,69.085,51.133,55.707,52.461,46.816,0.596,2460,59,2022-12-06 17:00:00,3,100,0,130,1
18.847,1.45,2478.0,0.003,9.439,174.74,0.477,0.0,0.0,8.75,8.696,69.024,51.211,55.789,52.539,46.84,0.568,2520,59,2022-12-06 18:00:00,3,100,0,130,1
19.189,1.472,2478.2,0.001,9.417,174.71,0.562,0.0,0.0,8.718,8.656,69.156,51.305,55.883,52.652,46.852,0.583,2580,59,2022-12-06 19:00:00,3,100,0,130,1
19.287,1.484,2454.4,0.003,9.435,174.56,0.641,0.0,0.0,8.715,8.658,69.21,51.316,55.898,52.719,46.867,0.579,2640,59,2022-12-06 20:00:00,3,100,0,130,1
19.458,1.5,2448.8,0.007,9.406,174.56,0.453,0.0,0.0,8.731,8.681,69.019,51.395,55.969,52.773,46.855,0.581,2700,59,2022-12-06 21:00:00,3,100,0,130,1
19.357,1.499,2439.4,0.0,9.388,174.62,0.25,0.0,0.0,8.717,8.655,69.119,51.437,56.012,52.863,46.945,0.606,2760,59,2022-12-06 22:00:00,3,100,0,130,1
19.522,1.5,2422.2,0.0,9.414,174.53,0.25,0.0,0.0,8.726,8.668,69.267,51.445,56.105,52.867,46.934,0.573,2820,59,2022-12-06 23:00:00,3,100,0,130,1
19.184,1.48,2407.4,0.003,9.396,174.43,0.375,0.0,0.0,8.729,8.663,69.197,51.57,56.168,52.945,47.09,0.566,2880,59,2022-12-07 00:00:00,3,100,0,130,1
19.487,1.499,2428.4,0.0,9.388,174.39,0.711,0.0,0.0,8.682,8.625,69.253,51.656,56.215,52.957,47.016,0.58,2940,59,2022-12-07 01:00:00,3,100,0,130,1
19.581,1.508,2446.4,0.003,9.407,174.64,0.297,0.0,0.0,8.681,8.614,69.322,51.633,56.238,53.035,47.066,0.587,3000,59,2022-12-07 02:00:00,3,100,0,130,1
19.087,1.474,2470.4,0.0,9.374,174.48,0.719,0.0,0.0,8.701,8.639,69.212,51.691,56.297,53.098,47.273,0.593,3060,59,2022-12-07 03:00:00,3,100,0,130,1
19.463,1.511,2467.4,0.001,9.389,174.47,0.469,0.0,0.0,8.713,8.654,69.296,51.727,56.398,53.07,47.129,0.588,3120,59,2022-12-07 04:00:00,3,100,0,130,1
19.456,1.494,2485.2,0.004,9.386,174.21,0.367,0.0,0.0,8.69,8.634,69.288,51.793,56.469,53.109,47.195,0.576,3180,59,2022-12-07 05:00:00,3,100,0,130,1
19.612,1.522,2471.4,0.001,9.361,174.34,0.422,0.0,0.0,8.689,8.627,69.394,51.793,56.48,53.293,47.187,0.581,3240,59,2022-12-07 06:00:00,3,100,0,130,1
19.63,1.511,2482.0,0.001,9.374,174.47,0.625,0.0,0.0,8.722,8.666,69.276,51.887,56.484,53.297,47.281,0.585,3300,59,2022-12-07 07:00:00,3,100,0,130,1
19.476,1.503,2483.2,0.005,9.344,174.27,0.344,0.0,0.0,8.715,8.651,69.438,51.902,56.5,53.336,47.355,0.584,3360,59,2022-12-07 08:00:00,3,100,0,130,1
20.08,1.561,2477.8,0.005,9.317,174.35,0.687,0.0,0.0,8.705,8.641,69.382,51.883,56.566,53.34,47.215,0.577,3420,59,2022-12-07 09:00:00,3,100,0,130,1
19.781,1.539,2478.4,0.006,9.333,174.24,0.641,0.0,0.0,8.72,8.651,69.471,51.965,56.656,53.367,47.277,0.588,3480,59,2022-12-07 10:00:00,3,100,0,130,1
19.379,1.515,2478.0,0.003,9.348,174.27,0.664,0.0,0.0,8.72,8.651,69.329,51.957,56.664,53.461,47.461,0.58,3540,59,2022-12-07 11:00:00,3,100,0,130,1
19.814,1.538,2469.2,0.0,9.316,174.27,0.422,0.0,0.0,8.71,8.653,69.455,51.965,56.715,53.48,47.355,0.578,3600,59,2022-12-07 12:00:00,3,100,0,130,1
