ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
47.273,2.184,2411.6,0.77,10.174,151.45,125.39,2.305,0.0,9.947,9.823,0,35.492,40.949,38.332,30.375,0.605,0,2,2008-07-27 00:00:00,3,100,0,130,1
28.822,1.384,2409.6,0.815,10.429,151.12,125.08,2.32,0.0,9.687,9.573,0,36.094,41.277,38.672,33.723,0.61,60,2,2008-07-27 01:00:00,3,100,0,130,1
23.521,1.157,2397.8,0.683,10.386,150.79,125.27,2.187,0.0,9.587,9.484,0,37.391,42.105,39.246,35.121,0.603,120,2,2008-07-27 02:00:00,3,100,0,130,1
21.419,1.086,2383.8,0.728,10.328,150.47,124.96,2.352,0.0,9.514,9.415,0,38.535,43.043,40.047,36.105,0.591,180,2,2008-07-27 03:00:00,3,100,0,130,1
20.298,1.081,2372.0,0.705,10.279,150.35,124.74,2.25,0.0,9.392,9.296,0,39.461,44.027,40.922,37.004,0.6,240,2,2008-07-27 04:00:00,3,100,0,130,1
19.635,1.088,2369.6,0.724,10.189,150.2,124.45,2.266,0.0,9.37,9.264,0,40.352,44.875,41.773,37.84,0.601,300,2,2008-07-27 05:00:00,3,100,0,130,1
19.415,1.109,2369.0,0.74,10.165,149.87,124.25,2.25,0.0,9.292,9.198,0,41.176,45.703,42.609,38.562,0.605,360,2,2008-07-27 06:00:00,3,100,0,130,1
18.415,1.084,2355.8,0.768,10.101,149.82,124.47,2.102,0.0,9.208,9.111,0,41.973,46.465,43.281,39.316,0.614,420,2,2008-07-27 07:00:00,3,100,0,130,1
18.405,1.103,2354.0,0.755,10.076,149.87,124.22,2.055,0.0,9.155,9.071,0,42.676,47.129,43.875,39.793,0.595,480,2,2008-07-27 08:00:00,3,100,0,130,1
18.257,1.124,2349.8,0.857,10.036,149.66,124.18,1.859,0.0,9.132,9.04,0,43.344,47.805,44.527,40.387,0.605,540,2,2008-07-27 09:00:00,3,100,0,130,1
18.195,1.139,2349.8,0.799,9.969,149.79,123.94,2.227,0.0,9.124,9.028,0,43.984,48.461,45.121,40.891,0.604,600,2,2008-07-27 10:00:00,3,100,0,130,1
18.376,1.182,2347.6,0.761,9.922,149.56,123.97,2.008,0.0,9.078,8.995,0,44.488,48.992,45.629,41.301,0.604,660,2,2008-07-27 11:00:00,3,100,0,130,1
17.862,1.16,2341.6,0.809,9.922,149.6,123.76,2.375,0.0,9.026,8.941,0,45.047,49.48,46.121,41.793,0.602,720,2,2008-07-27 12:00:00,3,100,0,130,1
17.746,1.179,2339.6,0.838,9.901,149.58,124.1,1.945,0.0,8.953,8.876,0,45.582,49.988,46.641,42.203,0.642,780,2,2008-07-27 13:00:00,3,100,0,130,1
17.763,1.196,2337.6,0.822,9.885,149.29,123.87,2.117,0.0,8.921,8.845,0,45.91,50.41,47.117,42.613,0.602,840,2,2008-07-27 14:00:00,3,100,0,130,1
17.786,1.212,2333.6,0.82,9.842,149.22,123.94,2.242,0.0,8.887,8.807,0,46.34,50.836,47.504,42.914,0.609,900,2,2008-07-27 15:00:00,3,100,0,130,1
17.559,1.202,2329.8,0.866,9.833,149.17,123.68,2.242,0.0,8.864,8.783,0,46.777,51.211,47.801,43.273,0.606,960,2,2008-07-27 16:00:00,3,100,0,130,1
17.857,1.245,2327.8,0.938,9.791,148.94,123.76,2.273,0.0,8.852,8.769,0,47.109,51.598,48.25,43.535,0.623,1020,2,2008-07-27 17:00:00,3,100,0,130,1
17.764,1.242,2325.6,0.88,9.755,149.28,123.98,2.133,0.0,8.873,8.79,0,47.402,51.945,48.578,43.863,0.607,1080,2,2008-07-27 18:00:00,3,100,0,130,1
17.552,1.236,2325.4,0.918,9.744,148.98,123.41,2.219,0.0,8.828,8.752,0,47.68,52.289,48.914,44.184,0.628,1140,2,2008-07-27 19:00:00,3,100,0,130,1
17.792,1.264,2316.0,0.878,9.726,149.03,123.52,2.031,0.0,8.825,8.743,0,47.934,52.562,49.25,44.422,0.637,1200,2,2008-07-27 20:00:00,3,100,0,130,1
17.689,1.265,2315.6,0.863,9.674,149.14,123.42,2.437,0.0,8.823,8.753,0,48.281,52.844,49.449,44.57,0.619,1260,2,2008-07-27 21:00:00,3,100,0,130,1
17.679,1.271,2311.6,0.859,9.639,149.01,123.57,2.078,0.0,8.858,8.785,0,48.496,53.059,49.652,44.773,0.66,1320,2,2008-07-27 22:00:00,3,100,0,130,1
18.075,1.309,2307.8,0.849,9.628,148.72,123.16,2.133,0.0,8.818,8.752,0,48.707,53.281,49.926,44.937,0.651,1380,2,2008-07-27 23:00:00,3,100,0,130,1
18.045,1.308,2309.4,0.913,9.594,148.83,123.56,2.133,0.0,8.821,8.739,0,48.934,53.453,50.18,45.094,0.648,1440,2,2008-07-28 00:00:00,3,100,0,130,1
17.846,1.309,2307.4,0.881,9.599,148.48,123.16,2.031,0.0,8.807,8.725,0,49.117,53.676,50.34,45.277,0.653,1500,2,2008-07-28 01:00:00,3,100,0,130,1
18.339,1.356,2301.0,0.839,9.603,148.34,122.72,2.109,0.0,8.8,8.726,0,49.293,53.867,50.668,45.426,0.674,1560,2,2008-07-28 02:00:00,3,100,0,130,1
18.592,1.371,2302.6,0.784,9.572,148.34,123.31,1.641,0.0,8.771,8.702,0,49.531,54.082,50.75,45.426,0.642,1620,2,2008-07-28 03:00:00,3,100,0,130,1
18.402,1.373,2297.8,0.866,9.541,148.34,122.77,1.969,0.0,8.819,8.755,0,49.621,54.211,51.02,45.687,0.654,1680,2,2008-07-28 04:00:00,3,100,0,130,1
18.444,1.375,2297.4,0.838,9.533,147.86,122.36,2.023,0.0,8.76,8.684,0,49.863,54.367,51.105,45.77,0.654,1740,2,2008-07-28 05:00:00,3,100,0,130,1
19.115,1.44,2293.0,0.791,9.521,148.04,122.45,2.0,0.0,8.8,8.729,0,49.961,54.523,51.273,45.773,0.654,1800,2,2008-07-28 06:00:00,3,100,0,130,1
18.763,1.409,2293.8,0.862,9.517,148.1,122.83,2.0,0.0,8.777,8.715,0,50.039,54.625,51.434,45.93,0.669,1860,2,2008-07-28 07:00:00,3,100,0,130,1
18.588,1.397,2293.2,0.909,9.499,147.85,122.51,2.102,0.0,8.74,8.676,0,50.168,54.758,51.57,46.09,0.646,1920,2,2008-07-28 08:00:00,3,100,0,130,1
19.193,1.447,2293.0,0.797,9.481,147.93,122.44,2.0,0.0,8.731,8.674,0,50.293,54.867,51.691,46.008,0.657,1980,2,2008-07-28 09:00:00,3,100,0,130,1
18.821,1.426,2290.0,0.902,9.486,147.99,122.57,2.086,0.0,8.764,8.703,0,50.445,55.027,51.801,46.27,0.661,2040,2,2008-07-28 10:00:00,3,100,0,130,1
19.114,1.446,2287.6,0.891,9.466,147.85,122.51,2.031,0.0,8.764,8.689,0,50.52,55.137,51.937,46.27,0.65,2100,2,2008-07-28 11:00:00,3,100,0,130,1
19.189,1.443,2286.6,0.91,9.474,147.77,122.44,2.086,0.0,8.705,8.648,0,50.609,55.234,52.031,46.363,0.674,2160,2,2008-07-28 12:00:00,3,100,0,130,1
18.879,1.427,2290.0,0.834,9.459,147.77,122.38,1.914,0.0,8.719,8.658,0,50.691,55.387,52.043,46.457,0.661,2220,2,2008-07-28 13:00:00,3,100,0,130,1
19.085,1.445,2292.0,0.835,9.465,148.01,122.67,2.031,0.0,8.715,8.649,0,50.773,55.414,52.258,46.547,0.676,2280,2,2008-07-28 14:00:00,3,100,0,130,1
18.973,1.437,2291.8,0.876,9.45,147.97,122.43,2.102,0.0,8.729,8.668,0,50.836,55.492,52.266,46.594,0.642,2340,2,2008-07-28 15:00:00,3,100,0,130,1
19.821,1.519,2287.8,0.896,9.454,147.99,122.53,1.977,0.0,8.71,8.638,0,50.957,55.562,52.355,46.422,0.647,2400,2,2008-07-28 16:00:00,3,100,0,130,1
19.569,1.502,2295.0,0.926,9.423,147.74,122.27,2.078,0.0,8.771,8.714,0,51.039,55.68,52.445,46.605,0.649,2460,2,2008-07-28 17:00:00,3,100,0,130,1
19.338,1.487,2292.4,0.891,9.439,147.69,122.33,2.008,0.0,8.726,8.656,0,51.129,55.727,52.535,46.672,0.651,2520,2,2008-07-28 18:00:00,3,100,0,130,1
19.064,1.466,2291.6,0.941,9.424,147.73,122.34,2.062,0.0,8.688,8.627,0,51.117,55.773,52.539,46.777,0.641,2580,2,2008-07-28 19:00:00,3,100,0,130,1
19.418,1.499,2285.6,0.858,9.418,147.67,122.17,2.164,0.0,8.745,8.685,0,51.207,55.832,52.672,46.785,0.638,2640,2,2008-07-28 20:00:00,3,100,0,130,1
19.816,1.522,2283.8,0.843,9.395,147.59,122.33,1.945,0.0,8.717,8.658,0,51.266,55.898,52.715,46.773,0.678,2700,2,2008-07-28 21:00:00,3,100,0,130,1
19.567,1.509,2289.6,0.841,9.414,147.66,122.2,1.945,0.0,8.687,8.638,0,51.312,55.969,52.781,46.844,0.658,2760,2,2008-07-28 22:00:00,3,100,0,130,1
19.734,1.52,2290.8,0.844,9.407,147.73,122.48,1.953,0.0,8.744,8.682,0,51.391,56.031,52.875,46.84,0.671,2820,2,2008-07-28 23:00:00,3,100,0,130,1
19.869,1.526,2283.6,0.861,9.388,147.45,121.86,2.008,0.0,8.68,8.623,0,51.391,56.094,52.852,46.84,0.632,2880,2,2008-07-29 00:00:00,3,100,0,130,1
19.593,1.526,2284.6,0.905,9.405,147.64,122.38,1.937,0.0,8.684,8.621,0,51.484,56.145,53.035,47.012,0.639,2940,2,2008-07-29 01:00:00,3,100,0,130,1
19.864,1.532,2287.2,0.936,9.391,147.67,122.59,2.117,0.0,8.726,8.66,0,51.559,56.234,52.945,46.93,0.656,3000,2,2008-07-29 02:00:00,3,100,0,130,1
19.984,1.536,2285.2,0.918,9.405,147.45,122.07,2.0,0.0,8.71,8.654,0,51.559,56.234,53.098,46.996,0.673,3060,2,2008-07-29 03:00:00,3,100,0,130,1
19.551,1.511,2281.8,0.86,9.378,147.34,122.13,2.047,0.0,8.684,8.629,0,51.73,56.297,53.117,47.168,0.672,3120,2,2008-07-29 04:00:00,3,100,0,130,1
19.921,1.542,2283.6,0.876,9.387,147.62,122.41,2.055,0.0,8.679,8.622,0,51.723,56.391,53.117,47.066,0.651,3180,2,2008-07-29 05:00:00,3,100,0,130,1
19.935,1.543,2283.6,0.852,9.365,147.52,122.17,1.945,0.0,8.697,8.638,0,51.738,56.426,53.191,47.078,0.658,3240,2,2008-07-29 06:00:00,3,100,0,130,1
19.897,1.54,2280.0,0.826,9.346,147.54,122.35,2.008,0.0,8.719,8.653,0,51.727,56.484,53.285,47.172,0.677,3300,2,2008-07-29 07:00:00,3,100,0,130,1
19.822,1.53,2283.4,0.873,9.377,147.47,122.27,2.062,0.0,8.675,8.612,0,51.816,56.512,53.324,47.254,0.66,3360,2,2008-07-29 08:00:00,3,100,0,130,1
19.852,1.54,2279.6,0.849,9.385,147.32,122.08,1.969,0.0,8.678,8.611,0,51.875,56.5,53.375,47.254,0.662,3420,2,2008-07-29 09:00:00,3,100,0,130,1
20.458,1.593,2279.8,0.861,9.368,147.71,122.38,1.945,0.0,8.679,8.611,0,51.887,56.551,53.367,47.051,0.673,3480,2,2008-07-29 10:00:00,3,100,0,130,1
19.869,1.539,2277.8,0.931,9.363,147.5,122.2,1.992,0.0,8.675,8.618,0,51.883,56.617,53.363,47.262,0.656,3540,2,2008-07-29 11:00:00,3,100,0,130,1
19.86,1.545,2283.6,0.88,9.369,147.48,122.02,1.945,0.0,8.681,8.618,0,51.875,56.664,53.457,47.344,0.651,3600,2,2008-07-29 12:00:00,3,100,0,130,1
20.169,1.566,2279.6,0.851,9.37,147.45,122.26,1.914,0.0,8.672,8.606,0,51.891,56.699,53.469,47.266,0.672,3660,2,2008-07-29 13:00:00,3,100,0,130,1
20.694,1.607,2281.6,0.866,9.356,147.52,122.19,2.008,0.0,8.639,8.58,0,51.926,56.738,53.484,47.172,0.633,3720,2,2008-07-29 14:00:00,3,100,0,130,1
