ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
30.561,1.452,2634.6,0.001,10.193,184.06,1.273,0.0,0.0,9.958,9.837,68.42,36.039,41.211,38.531,33.34,0.553,0,54,2021-09-01 00:00:00,3,100,0,130,1
23.877,1.179,2591.4,0.0,10.432,177.74,1.352,0.0,0.0,9.68,9.576,68.465,37.332,41.957,39.254,34.977,0.544,60,54,2021-09-01 01:00:00,3,100,0,130,1
21.526,1.099,2580.6,0.001,10.416,177.41,1.195,0.0,0.0,9.575,9.476,68.805,38.469,42.941,40.016,36.062,0.554,120,54,2021-09-01 02:00:00,3,100,0,130,1
20.482,1.088,2568.2,0.001,10.352,176.9,0.711,0.0,0.0,9.499,9.394,68.946,39.457,43.883,40.852,36.941,0.543,180,54,2021-09-01 03:00:00,3,100,0,130,1
19.634,1.087,2556.2,0.0,10.292,176.46,1.094,0.0,0.0,9.375,9.276,68.819,40.34,44.789,41.75,37.758,0.552,240,54,2021-09-01 04:00:00,3,100,0,130,1
19.325,1.103,2548.2,0.0,10.217,176.03,1.281,0.0,0.0,9.368,9.266,68.587,41.148,45.633,42.527,38.5,0.54,300,54,2021-09-01 05:00:00,3,100,0,130,1
18.761,1.104,2542.8,0.0,10.163,175.64,1.0,0.0,0.0,9.283,9.201,69.268,41.961,46.352,43.113,39.156,0.548,360,54,2021-09-01 06:00:00,3,100,0,130,1
18.31,1.102,2532.2,0.003,10.104,175.37,0.508,0.0,0.0,9.233,9.129,69.051,42.734,47.074,43.785,39.742,0.543,420,54,2021-09-01 07:00:00,3,100,0,130,1
18.428,1.138,2526.0,0.0,10.068,175.26,0.555,0.0,0.0,9.178,9.083,68.955,43.316,47.707,44.441,40.336,0.544,480,54,2021-09-01 08:00:00,3,100,0,130,1
18.229,1.142,2523.2,0.003,10.006,175.18,0.578,0.0,0.0,9.153,9.069,68.999,43.992,48.379,45.055,40.824,0.558,540,54,2021-09-01 09:00:00,3,100,0,130,1
17.936,1.15,2524.8,0.001,10.015,175.18,1.125,0.0,0.0,9.104,9.03,69.112,44.492,48.965,45.562,41.312,0.531,600,54,2021-09-01 10:00:00,3,100,0,130,1
17.827,1.151,2520.8,0.001,9.934,175.02,0.391,0.0,0.0,9.068,8.976,68.883,45.086,49.508,46.035,41.754,0.553,660,54,2021-09-01 11:00:00,3,100,0,130,1
17.539,1.159,2515.0,0.006,9.934,174.71,0.555,0.0,0.0,9.005,8.921,69.08,45.496,49.906,46.574,42.25,0.548,720,54,2021-09-01 12:00:00,3,100,0,130,1
17.945,1.2,2509.2,0.0,9.9,174.74,0.312,0.0,0.0,8.973,8.892,68.95,46.008,50.398,47.059,42.57,0.551,780,54,2021-09-01 13:00:00,3,100,0,130,1
17.64,1.2,2508.2,0.0,9.888,174.38,0.719,0.0,0.0,8.911,8.847,68.783,46.324,50.832,47.477,42.957,0.555,840,54,2021-09-01 14:00:00,3,100,0,130,1
17.271,1.183,2498.4,0.001,9.824,174.18,1.023,0.0,0.0,8.875,8.8,69.058,46.766,51.176,47.816,43.309,0.577,900,54,2021-09-01 15:00:00,3,100,0,130,1
17.604,1.213,2498.2,0.003,9.83,174.15,0.398,0.0,0.0,8.844,8.774,69.174,47.18,51.578,48.164,43.57,0.55,960,54,2021-09-01 16:00:00,3,100,0,130,1
17.448,1.216,2495.4,0.0,9.757,174.18,0.367,0.0,0.0,8.875,8.8,69.437,47.43,51.937,48.504,43.883,0.555,1020,54,2021-09-01 17:00:00,3,100,0,130,1
17.477,1.231,2487.0,0.0,9.768,173.78,0.312,0.0,0.0,8.889,8.816,68.875,47.758,52.285,48.832,44.133,0.572,1080,54,2021-09-01 18:00:00,3,100,0,130,1
17.4,1.241,2485.0,0.008,9.769,173.76,0.508,0.0,0.0,8.795,8.73,69.246,48.098,52.559,49.152,44.449,0.575,1140,54,2021-09-01 19:00:00,3,100,0,130,1
17.621,1.254,2468.4,0.0,9.733,173.66,0.508,0.0,0.0,8.785,8.722,69.117,48.305,52.828,49.414,44.543,0.6,1200,54,2021-09-01 20:00:00,3,100,0,130,1
