ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
45.726,2.142,2408.0,0.001,10.159,158.06,8.766,0,0.0,9.95,9.829,67.504,35.234,40.812,38.5,30.727,0.534,0,17,2012-05-07 00:00:00,3,100,0,130,1
26.834,1.309,2406.0,0.001,10.388,156.9,10.367,0,0.0,9.726,9.612,68.206,36.078,41.207,38.918,34.23,0.528,60,17,2012-05-07 01:00:00,3,100,0,130,1
22.745,1.121,2393.8,0.001,10.418,156.68,8.789,0,0.0,9.625,9.519,68.209,37.316,42.105,39.492,35.387,0.534,120,17,2012-05-07 02:00:00,3,100,0,130,1
20.621,1.064,2382.0,0.0,10.321,156.22,8.25,0,0.0,9.526,9.427,68.152,38.367,43.027,40.199,36.391,0.527,180,17,2012-05-07 03:00:00,3,100,0,130,1
19.67,1.057,2373.8,0.0,10.27,155.98,10.82,0,0.0,9.425,9.328,69.038,39.234,43.961,41.098,37.27,0.553,240,17,2012-05-07 04:00:00,3,100,0,130,1
19.352,1.067,2369.8,0.001,10.254,155.72,11.383,0,0.0,9.329,9.215,67.928,40.152,44.836,41.922,38.012,0.537,300,17,2012-05-07 05:00:00,3,100,0,130,1
18.707,1.074,2362.0,0.0,10.152,155.48,9.312,0,0.0,9.28,9.184,69.0,40.973,45.621,42.687,38.852,0.529,360,17,2012-05-07 06:00:00,3,100,0,130,1
18.615,1.097,2359.6,0.004,10.13,155.2,8.148,0,0.0,9.189,9.099,68.592,41.742,46.312,43.449,39.41,0.546,420,17,2012-05-07 07:00:00,3,100,0,130,1
18.499,1.11,2357.6,0.0,10.065,155.31,6.969,0,0.0,9.151,9.054,68.412,42.398,46.953,44.164,40.0,0.524,480,17,2012-05-07 08:00:00,3,100,0,130,1
18.423,1.135,2348.0,0.0,10.029,155.12,7.617,0,0.0,9.108,9.022,68.374,42.973,47.617,44.711,40.496,0.52,540,17,2012-05-07 09:00:00,3,100,0,130,1
18.237,1.15,2349.8,0.003,9.983,155.19,10.734,0,0.0,9.104,9.019,68.531,43.637,48.23,45.285,40.973,0.52,600,17,2012-05-07 10:00:00,3,100,0,130,1
18.075,1.154,2344.0,0.005,9.939,154.95,6.836,0,0.0,9.05,8.967,68.741,44.172,48.785,45.805,41.496,0.534,660,17,2012-05-07 11:00:00,3,100,0,130,1
