ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
33.739,1.608,2493.4,0.0,10.167,177.19,1.797,0,0.0,9.945,9.825,68.889,35.918,41.125,38.492,32.758,0.577,0,45,2019-05-27 00:00:00,3,100,0,130,1
24.42,1.199,2475.4,0.003,10.428,172.09,1.875,0,0.0,9.68,9.578,69.486,37.152,41.867,39.086,34.898,0.553,60,45,2019-05-27 01:00:00,3,100,0,130,1
21.645,1.092,2469.2,0.001,10.394,171.84,1.664,0,0.0,9.583,9.483,69.561,38.379,42.875,39.801,35.883,0.56,120,45,2019-05-27 02:00:00,3,100,0,130,1
20.121,1.052,2445.4,0.001,10.34,171.31,1.031,0,0.0,9.506,9.399,69.618,39.375,43.828,40.582,36.805,0.555,180,45,2019-05-27 03:00:00,3,100,0,130,1
19.772,1.07,2433.4,0.0,10.28,171.06,1.586,0,0.0,9.385,9.284,69.403,40.281,44.656,41.52,37.609,0.577,240,45,2019-05-27 04:00:00,3,100,0,130,1
19.112,1.078,2425.4,0.0,10.232,170.69,1.727,0,0.0,9.368,9.262,69.383,41.145,45.555,42.355,38.418,0.586,300,45,2019-05-27 05:00:00,3,100,0,130,1
18.76,1.094,2415.4,0.001,10.154,170.44,1.359,0,0.0,9.292,9.203,69.708,41.961,46.285,43.039,39.09,0.574,360,45,2019-05-27 06:00:00,3,100,0,130,1
18.022,1.071,2403.4,0.003,10.134,170.03,0.82,0,0.0,9.229,9.137,69.641,42.652,46.977,43.613,39.672,0.554,420,45,2019-05-27 07:00:00,3,100,0,130,1
18.029,1.102,2401.4,0.0,10.052,170.01,0.766,0,0.0,9.159,9.068,69.468,43.305,47.672,44.32,40.246,0.56,480,45,2019-05-27 08:00:00,3,100,0,130,1
18.17,1.138,2407.4,0.0,10.025,169.88,0.789,0,0.0,9.148,9.058,69.394,43.891,48.297,44.957,40.758,0.565,540,45,2019-05-27 09:00:00,3,100,0,130,1
17.588,1.112,2411.4,0.001,9.976,169.9,1.391,0,0.0,9.115,9.024,69.613,44.465,48.879,45.398,41.23,0.577,600,45,2019-05-27 10:00:00,3,100,0,130,1
17.42,1.123,2407.4,0.004,9.92,169.69,0.789,0,0.0,9.075,9.0,69.364,44.977,49.406,46.023,41.746,0.565,660,45,2019-05-27 11:00:00,3,100,0,130,1
17.429,1.159,2401.4,0.001,9.955,169.55,0.742,0,0.0,9.018,8.936,70.003,45.523,49.879,46.48,42.145,0.576,720,45,2019-05-27 12:00:00,3,100,0,130,1
17.304,1.153,2397.4,0.001,9.926,169.36,0.641,0,0.0,8.964,8.884,70.296,45.98,50.305,46.93,42.488,0.567,780,45,2019-05-27 13:00:00,3,100,0,130,1
17.702,1.2,2391.4,0.0,9.866,169.07,1.055,0,0.0,8.91,8.845,69.972,46.422,50.836,47.316,42.875,0.576,840,45,2019-05-27 14:00:00,3,100,0,130,1
17.234,1.178,2383.4,0.001,9.853,168.88,1.391,0,0.0,8.877,8.803,69.728,46.855,51.172,47.738,43.301,0.562,900,45,2019-05-27 15:00:00,3,100,0,130,1
17.113,1.17,2381.4,0.003,9.822,168.8,0.664,0,0.0,8.849,8.78,69.628,47.203,51.582,47.977,43.551,0.586,960,45,2019-05-27 16:00:00,3,100,0,130,1
17.423,1.218,2373.4,0.008,9.792,168.81,0.586,0,0.0,8.858,8.784,70.144,47.512,51.922,48.414,43.812,0.567,1020,45,2019-05-27 17:00:00,3,100,0,130,1
17.36,1.222,2361.4,0.003,9.764,168.66,0.734,0,0.0,8.894,8.818,69.597,47.758,52.258,48.766,44.133,0.583,1080,45,2019-05-27 18:00:00,3,100,0,130,1
17.163,1.219,2363.4,0.0,9.759,168.66,0.711,0,0.0,8.801,8.73,69.916,48.082,52.547,48.996,44.367,0.592,1140,45,2019-05-27 19:00:00,3,100,0,130,1
17.452,1.241,2386.4,0.0,9.708,168.45,0.719,0,0.0,8.8,8.736,69.853,48.352,52.832,49.258,44.543,0.605,1200,45,2019-05-27 20:00:00,3,100,0,130,1
17.618,1.263,2369.4,0.001,9.69,168.48,0.664,0,0.0,8.832,8.76,70.116,48.543,53.078,49.582,44.723,0.622,1260,45,2019-05-27 21:00:00,3,100,0,130,1
17.796,1.285,2366.4,0.0,9.642,168.29,1.195,0,0.0,8.857,8.792,69.872,48.773,53.281,49.844,44.883,0.596,1320,45,2019-05-27 22:00:00,3,100,0,130,1
17.691,1.287,2360.4,0.003,9.632,168.04,0.641,0,0.0,8.807,8.731,70.292,48.961,53.469,50.082,45.121,0.611,1380,45,2019-05-27 23:00:00,3,100,0,130,1
17.602,1.286,2374.4,0.0,9.615,168.15,1.289,0,0.0,8.827,8.751,69.609,49.199,53.668,50.289,45.203,0.605,1440,45,2019-05-28 00:00:00,3,100,0,130,1
18.291,1.345,2401.0,0.001,9.619,168.2,1.414,0,0.0,8.782,8.712,70.08,49.441,53.859,50.512,45.297,0.627,1500,45,2019-05-28 01:00:00,3,100,0,130,1
18.502,1.369,2411.6,0.003,9.592,168.07,1.156,0,0.0,8.812,8.739,69.671,49.629,54.098,50.75,45.453,0.637,1560,45,2019-05-28 02:00:00,3,100,0,130,1
18.736,1.396,2413.2,0.003,9.568,168.01,0.742,0,0.0,8.75,8.683,70.061,49.77,54.266,50.937,45.531,0.612,1620,45,2019-05-28 03:00:00,3,100,0,130,1
18.132,1.346,2410.0,0.001,9.541,167.73,1.203,0,0.0,8.811,8.743,70.023,49.961,54.395,51.02,45.797,0.615,1680,45,2019-05-28 04:00:00,3,100,0,130,1
18.484,1.379,2402.6,0.0,9.53,167.61,1.367,0,0.0,8.75,8.687,69.996,50.117,54.613,51.125,45.773,0.604,1740,45,2019-05-28 05:00:00,3,100,0,130,1
18.797,1.41,2401.4,0.004,9.528,167.53,1.312,0,0.0,8.778,8.705,69.853,50.18,54.641,51.367,45.875,0.607,1800,45,2019-05-28 06:00:00,3,100,0,130,1
18.316,1.386,2404.8,0.0,9.497,167.43,1.211,0,0.0,8.795,8.717,69.887,50.293,54.781,51.5,46.125,0.599,1860,45,2019-05-28 07:00:00,3,100,0,130,1
18.716,1.402,2399.8,0.0,9.515,167.4,1.258,0,0.0,8.739,8.672,69.963,50.453,54.91,51.527,45.977,0.618,1920,45,2019-05-28 08:00:00,3,100,0,130,1
18.667,1.406,2400.0,0.0,9.479,167.59,1.273,0,0.0,8.729,8.678,69.905,50.531,55.035,51.691,46.203,0.614,1980,45,2019-05-28 09:00:00,3,100,0,130,1
18.316,1.375,2396.4,0.001,9.455,167.19,1.359,0,0.0,8.757,8.688,69.852,50.609,55.195,51.77,46.375,0.609,2040,45,2019-05-28 10:00:00,3,100,0,130,1
18.816,1.416,2394.0,0.003,9.461,167.08,1.258,0,0.0,8.776,8.707,69.821,50.797,55.277,51.867,46.312,0.61,2100,45,2019-05-28 11:00:00,3,100,0,130,1
18.751,1.415,2396.6,0.003,9.475,167.09,0.602,0,0.0,8.719,8.646,69.665,50.863,55.414,52.039,46.496,0.604,2160,45,2019-05-28 12:00:00,3,100,0,130,1
18.356,1.387,2395.8,0.0,9.453,167.35,1.203,0,0.0,8.715,8.66,69.916,50.957,55.465,52.039,46.605,0.619,2220,45,2019-05-28 13:00:00,3,100,0,130,1
18.799,1.43,2395.0,0.001,9.448,167.13,0.602,0,0.0,8.702,8.639,69.797,50.969,55.492,52.219,46.629,0.615,2280,45,2019-05-28 14:00:00,3,100,0,130,1
19.222,1.461,2391.2,0.0,9.439,167.32,0.586,0,0.0,8.705,8.648,69.708,51.008,55.625,52.285,46.547,0.598,2340,45,2019-05-28 15:00:00,3,100,0,130,1
19.366,1.488,2377.6,0.003,9.434,167.04,0.531,0,0.0,8.731,8.671,69.818,51.141,55.711,52.387,46.539,0.619,2400,45,2019-05-28 16:00:00,3,100,0,130,1
