ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
40.924,1.932,2419.8,0.003,10.173,166.45,3.391,0.0,0.0,9.98,9.858,56.919,35.555,40.949,38.496,31.543,0.577,0,30,2015-08-16 00:00:00,3,100,0,130,1
25.257,1.228,2414.0,0.0,10.397,163.63,3.641,0.0,0.0,9.707,9.589,57.016,36.715,41.516,38.941,34.559,0.566,60,30,2015-08-16 01:00:00,3,100,0,130,1
22.25,1.114,2403.8,0.0,10.387,163.24,3.094,0.0,0.0,9.583,9.473,57.479,38.016,42.402,39.625,35.641,0.594,120,30,2015-08-16 02:00:00,3,100,0,130,1
19.783,1.022,2414.0,0.004,10.35,162.88,2.453,0.0,0.0,9.473,9.373,57.705,39.055,43.363,40.316,36.633,0.57,180,30,2015-08-16 03:00:00,3,100,0,130,1
19.686,1.056,2403.8,0.001,10.271,162.59,3.469,0.0,0.0,9.375,9.273,57.104,39.973,44.312,41.273,37.441,0.583,240,30,2015-08-16 04:00:00,3,100,0,130,1
19.105,1.073,2397.8,0.003,10.183,162.28,3.57,0.0,0.0,9.361,9.266,57.152,40.734,45.113,42.176,38.262,0.581,300,30,2015-08-16 05:00:00,3,100,0,130,1
18.647,1.082,2392.0,0.0,10.142,162.02,3.187,0.0,0.0,9.263,9.172,56.81,41.562,45.961,42.855,38.934,0.565,360,30,2015-08-16 06:00:00,3,100,0,130,1
18.441,1.091,2387.6,0.001,10.109,161.77,1.961,0.0,0.0,9.245,9.158,57.474,42.32,46.664,43.473,39.512,0.562,420,30,2015-08-16 07:00:00,3,100,0,130,1
18.383,1.124,2386.6,0.0,10.06,161.79,1.82,0.0,0.0,9.2,9.11,57.272,42.984,47.289,44.203,40.074,0.563,480,30,2015-08-16 08:00:00,3,100,0,130,1
18.3,1.138,2378.0,0.003,10.021,161.58,1.859,0.0,0.0,9.167,9.085,56.731,43.625,47.969,44.785,40.664,0.58,540,30,2015-08-16 09:00:00,3,100,0,130,1
18.116,1.155,2368.8,0.008,9.978,161.58,3.227,0.0,0.0,9.073,8.99,57.286,44.184,48.539,45.375,41.078,0.563,600,30,2015-08-16 10:00:00,3,100,0,130,1
18.169,1.172,2363.0,0.0,9.931,161.43,1.664,0.0,0.0,9.047,8.96,56.77,44.738,49.078,45.957,41.555,0.57,660,30,2015-08-16 11:00:00,3,100,0,130,1
18.33,1.197,2358.8,0.006,9.915,161.23,1.672,0.0,0.0,8.978,8.901,57.32,45.25,49.555,46.48,41.992,0.581,720,30,2015-08-16 12:00:00,3,100,0,130,1
17.672,1.18,2353.0,0.003,9.897,161.23,1.625,0.0,0.0,9.0,8.91,57.017,45.699,49.977,46.91,42.477,0.572,780,30,2015-08-16 13:00:00,3,100,0,130,1
18.084,1.222,2365.4,0.0,9.869,161.17,2.141,0.0,0.0,8.941,8.866,57.186,46.125,50.484,47.398,42.805,0.578,840,30,2015-08-16 14:00:00,3,100,0,130,1
17.92,1.232,2359.4,0.005,9.855,160.84,2.82,0.0,0.0,8.881,8.807,56.923,46.52,50.859,47.832,43.137,0.598,900,30,2015-08-16 15:00:00,3,100,0,130,1
18.212,1.268,2357.4,0.001,9.837,161.05,1.695,0.0,0.0,8.868,8.788,57.073,46.871,51.258,48.156,43.391,0.575,960,30,2015-08-16 16:00:00,3,100,0,130,1
18.008,1.26,2362.4,0.003,9.778,160.96,1.672,0.0,0.0,8.903,8.823,57.286,47.27,51.586,48.574,43.723,0.598,1020,30,2015-08-16 17:00:00,3,100,0,130,1
17.793,1.258,2353.0,0.001,9.757,160.72,1.641,0.0,0.0,8.869,8.799,57.043,47.531,51.988,48.84,44.055,0.604,1080,30,2015-08-16 18:00:00,3,100,0,130,1
17.903,1.279,2354.2,0.001,9.757,160.59,1.586,0.0,0.0,8.812,8.745,56.469,47.766,52.297,49.152,44.285,0.598,1140,30,2015-08-16 19:00:00,3,100,0,130,1
18.07,1.297,2340.6,0.001,9.709,160.5,1.648,0.0,0.0,8.769,8.703,57.2,48.055,52.559,49.422,44.449,0.615,1200,30,2015-08-16 20:00:00,3,100,0,130,1
18.222,1.313,2343.6,0.004,9.654,160.41,1.484,0.0,0.0,8.872,8.797,57.411,48.332,52.832,49.676,44.637,0.654,1260,30,2015-08-16 21:00:00,3,100,0,130,1
18.1,1.313,2339.6,0.003,9.646,160.42,2.844,0.0,0.0,8.823,8.75,57.903,48.543,53.043,49.918,44.883,0.612,1320,30,2015-08-16 22:00:00,3,100,0,130,1
17.928,1.305,2334.4,0.001,9.643,160.46,1.508,0.0,0.0,8.809,8.735,57.227,48.719,53.211,50.074,45.059,0.628,1380,30,2015-08-16 23:00:00,3,100,0,130,1
18.021,1.311,2330.4,0.0,9.611,160.54,3.18,0.0,0.0,8.846,8.767,57.519,48.961,53.426,50.289,45.227,0.652,1440,30,2015-08-17 00:00:00,3,100,0,130,1
18.21,1.333,2324.0,0.0,9.591,160.22,3.055,0.0,0.0,8.765,8.703,57.189,49.129,53.605,50.559,45.383,0.661,1500,30,2015-08-17 01:00:00,3,100,0,130,1
18.185,1.347,2314.8,0.003,9.573,160.21,2.633,0.0,0.0,8.814,8.745,57.335,49.355,53.848,50.746,45.535,0.637,1560,30,2015-08-17 02:00:00,3,100,0,130,1
18.4,1.368,2313.2,0.001,9.565,160.28,1.664,0.0,0.0,8.793,8.722,57.383,49.516,54.039,50.934,45.637,0.624,1620,30,2015-08-17 03:00:00,3,100,0,130,1
18.253,1.362,2312.6,0.001,9.552,160.0,2.914,0.0,0.0,8.781,8.703,57.502,49.719,54.152,51.105,45.797,0.637,1680,30,2015-08-17 04:00:00,3,100,0,130,1
18.228,1.363,2308.6,0.006,9.541,160.0,3.125,0.0,0.0,8.783,8.724,57.59,49.863,54.363,51.191,45.891,0.642,1740,30,2015-08-17 05:00:00,3,100,0,130,1
18.516,1.388,2303.6,0.0,9.502,159.72,2.859,0.0,0.0,8.747,8.678,57.193,49.973,54.445,51.355,45.98,0.624,1800,30,2015-08-17 06:00:00,3,100,0,130,1
18.341,1.375,2295.6,0.003,9.493,159.94,2.812,0.0,0.0,8.771,8.703,57.371,50.055,54.586,51.523,46.113,0.618,1860,30,2015-08-17 07:00:00,3,100,0,130,1
18.531,1.396,2291.6,0.001,9.485,159.62,2.766,0.0,0.0,8.776,8.717,57.215,50.219,54.703,51.605,46.18,0.632,1920,30,2015-08-17 08:00:00,3,100,0,130,1
18.549,1.405,2291.6,0.0,9.484,159.81,2.781,0.0,0.0,8.73,8.675,56.961,50.293,54.855,51.699,46.289,0.641,1980,30,2015-08-17 09:00:00,3,100,0,130,1
18.526,1.405,2287.6,0.001,9.471,159.62,2.789,0.0,0.0,8.714,8.654,57.025,50.395,54.926,51.934,46.457,0.657,2040,30,2015-08-17 10:00:00,3,100,0,130,1
18.653,1.407,2289.6,0.001,9.45,159.63,2.562,0.0,0.0,8.774,8.708,57.064,50.539,55.059,52.016,46.445,0.624,2100,30,2015-08-17 11:00:00,3,100,0,130,1
18.317,1.388,2289.6,0.003,9.469,159.62,1.539,0.0,0.0,8.762,8.698,57.155,50.613,55.219,52.039,46.625,0.625,2160,30,2015-08-17 12:00:00,3,100,0,130,1
18.771,1.427,2289.6,0.003,9.45,159.5,2.812,0.0,0.0,8.757,8.689,57.107,50.691,55.23,52.203,46.613,0.623,2220,30,2015-08-17 13:00:00,3,100,0,130,1
18.948,1.444,2289.8,0.008,9.448,159.52,1.664,0.0,0.0,8.72,8.648,56.843,50.82,55.32,52.297,46.629,0.638,2280,30,2015-08-17 14:00:00,3,100,0,130,1
19.408,1.48,2287.6,0.001,9.432,159.48,1.516,0.0,0.0,8.726,8.658,57.533,50.871,55.453,52.461,46.633,0.649,2340,30,2015-08-17 15:00:00,3,100,0,130,1
19.655,1.504,2285.8,0.003,9.429,159.4,1.492,0.0,0.0,8.741,8.689,57.092,50.973,55.504,52.457,46.547,0.629,2400,30,2015-08-17 16:00:00,3,100,0,130,1
18.824,1.45,2284.0,0.001,9.422,159.43,2.789,0.0,0.0,8.758,8.686,57.145,51.02,55.559,52.527,46.816,0.63,2460,30,2015-08-17 17:00:00,3,100,0,130,1
18.977,1.464,2291.0,0.003,9.464,159.48,2.008,0.0,0.0,8.713,8.646,56.611,51.059,55.664,52.625,46.879,0.633,2520,30,2015-08-17 18:00:00,3,100,0,130,1
19.105,1.476,2301.0,0.0,9.412,159.45,2.391,0.0,0.0,8.73,8.675,57.006,51.098,55.719,52.676,46.871,0.628,2580,30,2015-08-17 19:00:00,3,100,0,130,1
18.867,1.462,2311.2,0.004,9.392,159.23,2.586,0.0,0.0,8.71,8.65,56.851,51.297,55.707,52.785,47.035,0.627,2640,30,2015-08-17 20:00:00,3,100,0,130,1
18.963,1.472,2309.0,0.0,9.407,159.16,1.82,0.0,0.0,8.69,8.627,57.016,51.223,55.773,52.867,47.082,0.642,2700,30,2015-08-17 21:00:00,3,100,0,130,1
18.894,1.457,2307.2,0.003,9.403,159.38,1.562,0.0,0.0,8.731,8.666,56.817,51.301,55.871,52.867,47.102,0.637,2760,30,2015-08-17 22:00:00,3,100,0,130,1
19.41,1.504,2300.0,0.003,9.377,159.33,1.547,0.0,0.0,8.691,8.646,56.716,51.379,55.98,52.961,47.023,0.633,2820,30,2015-08-17 23:00:00,3,100,0,130,1
19.499,1.513,2289.6,0.005,9.415,159.13,1.617,0.0,0.0,8.698,8.635,56.754,51.426,55.977,53.035,47.074,0.617,2880,30,2015-08-18 00:00:00,3,100,0,130,1
19.488,1.508,2291.6,0.001,9.408,159.27,2.797,0.0,0.0,8.742,8.676,57.242,51.473,56.074,53.039,47.078,0.621,2940,30,2015-08-18 01:00:00,3,100,0,130,1
19.872,1.542,2285.6,0.001,9.363,159.21,1.547,0.0,0.0,8.731,8.676,57.219,51.555,56.148,53.043,47.023,0.639,3000,30,2015-08-18 02:00:00,3,100,0,130,1
19.213,1.472,2283.6,0.001,9.368,159.22,2.867,0.0,0.0,8.675,8.608,56.994,51.645,56.211,53.121,47.332,0.638,3060,30,2015-08-18 03:00:00,3,100,0,130,1
19.425,1.503,2283.6,0.001,9.399,159.27,1.82,0.0,0.0,8.673,8.613,56.97,51.637,56.234,53.199,47.289,0.625,3120,30,2015-08-18 04:00:00,3,100,0,130,1
19.774,1.526,2279.6,0.003,9.37,159.07,1.547,0.0,0.0,8.71,8.65,57.024,51.699,56.305,53.105,47.129,0.623,3180,30,2015-08-18 05:00:00,3,100,0,130,1
19.772,1.533,2283.6,0.0,9.341,159.16,1.406,0.0,0.0,8.723,8.673,56.919,51.793,56.344,53.281,47.195,0.622,3240,30,2015-08-18 06:00:00,3,100,0,130,1
19.171,1.485,2281.6,0.003,9.359,159.37,2.484,0.0,0.0,8.69,8.62,57.278,51.758,56.359,53.32,47.453,0.622,3300,30,2015-08-18 07:00:00,3,100,0,130,1
18.999,1.477,2270.0,0.001,9.343,159.13,1.508,0.0,0.0,8.665,8.602,57.137,51.805,56.406,53.379,47.504,0.632,3360,30,2015-08-18 08:00:00,3,100,0,130,1
19.184,1.49,2271.8,0.001,9.358,159.24,2.562,0.0,0.0,8.7,8.641,57.045,51.875,56.484,53.375,47.461,0.634,3420,30,2015-08-18 09:00:00,3,100,0,130,1
19.773,1.545,2275.8,0.001,9.359,159.16,2.578,0.0,0.0,8.686,8.625,57.145,51.887,56.488,53.379,47.289,0.642,3480,30,2015-08-18 10:00:00,3,100,0,130,1
19.532,1.516,2275.4,0.001,9.382,159.19,2.5,0.0,0.0,8.665,8.611,57.428,51.969,56.508,53.363,47.453,0.629,3540,30,2015-08-18 11:00:00,3,100,0,130,1
19.5,1.517,2268.0,0.005,9.372,159.05,1.727,0.0,0.0,8.703,8.646,57.082,52.047,56.582,53.457,47.445,0.642,3600,30,2015-08-18 12:00:00,3,100,0,130,1
20.019,1.557,2270.0,0.001,9.334,159.07,2.562,0.0,0.0,8.695,8.644,57.184,51.969,56.602,53.48,47.277,0.622,3660,30,2015-08-18 13:00:00,3,100,0,130,1
19.976,1.556,2281.0,0.003,9.342,159.19,1.523,0.0,0.0,8.705,8.643,56.992,51.977,56.605,53.543,47.359,0.634,3720,30,2015-08-18 14:00:00,3,100,0,130,1
19.825,1.54,2280.0,0.001,9.339,159.09,1.516,0.0,0.0,8.683,8.638,56.985,51.977,56.672,53.508,47.379,0.65,3780,30,2015-08-18 15:00:00,3,100,0,130,1
19.693,1.532,2291.0,0.0,9.316,159.07,2.43,0.0,0.0,8.715,8.656,57.031,52.047,56.711,53.539,47.449,0.622,3840,30,2015-08-18 16:00:00,3,100,0,130,1
20.211,1.578,2290.0,0.003,9.314,158.94,2.445,0.0,0.0,8.691,8.634,57.17,51.992,56.699,53.551,47.281,0.637,3900,30,2015-08-18 17:00:00,3,100,0,130,1
19.131,1.495,2288.0,0.003,9.321,159.08,1.492,0.0,0.0,8.707,8.642,57.128,52.07,56.746,53.645,47.699,0.631,3960,30,2015-08-18 18:00:00,3,100,0,130,1
19.652,1.534,2305.2,0.0,9.326,159.16,2.055,0.0,0.0,8.708,8.658,56.869,52.074,56.742,53.633,47.531,0.637,4020,30,2015-08-18 19:00:00,3,100,0,130,1
19.744,1.54,2302.2,0.0,9.331,158.94,2.578,0.0,0.0,8.651,8.589,56.721,52.129,56.758,53.711,47.609,0.619,4080,30,2015-08-18 20:00:00,3,100,0,130,1
20.262,1.587,2298.6,0.0,9.323,159.05,1.406,0.0,0.0,8.651,8.587,57.005,52.234,56.824,53.75,47.449,0.639,4140,30,2015-08-18 21:00:00,3,100,0,130,1
19.398,1.506,2294.8,0.004,9.334,159.08,1.539,0.0,0.0,8.675,8.614,56.833,52.309,56.812,53.73,47.711,0.629,4200,30,2015-08-18 22:00:00,3,100,0,130,1
19.324,1.502,2296.6,0.001,9.319,159.08,2.875,0.0,0.0,8.681,8.619,56.762,52.223,56.832,53.766,47.789,0.632,4260,30,2015-08-18 23:00:00,3,100,0,130,1
19.379,1.489,2295.0,0.0,9.328,158.84,1.562,0.0,0.0,8.688,8.623,56.869,52.312,56.867,53.891,47.988,0.632,4320,30,2015-08-19 00:00:00,3,100,0,130,1
19.85,1.5,2292.4,0.001,9.294,158.86,2.555,0.0,0.0,8.691,8.644,57.031,52.406,56.895,53.879,47.941,0.637,4380,30,2015-08-19 01:00:00,3,100,0,130,1
21.001,1.581,2294.2,0.003,9.342,159.1,1.406,0.0,0.0,8.645,8.58,56.716,52.496,56.957,54.0,47.703,0.631,4440,30,2015-08-19 02:00:00,3,100,0,130,1
20.189,1.519,2287.6,0.0,9.288,159.07,1.617,0.0,0.0,8.66,8.613,56.779,52.469,56.977,54.051,47.988,0.635,4500,30,2015-08-19 03:00:00,3,100,0,130,1
19.748,1.486,2279.6,0.0,9.301,158.95,2.766,0.0,0.0,8.653,8.597,57.016,52.555,56.977,54.121,48.109,0.624,4560,30,2015-08-19 04:00:00,3,100,0,130,1
19.982,1.517,2279.6,0.004,9.278,158.84,2.375,0.0,0.0,8.667,8.609,56.695,52.648,57.051,54.156,48.16,0.645,4620,30,2015-08-19 05:00:00,3,100,0,130,1
20.295,1.522,2273.6,0.006,9.301,158.92,2.508,0.0,0.0,8.655,8.59,57.089,52.645,57.07,54.211,48.152,0.629,4680,30,2015-08-19 06:00:00,3,100,0,130,1
20.386,1.532,2275.6,0.0,9.276,158.92,2.734,0.0,0.0,8.642,8.583,56.8,52.742,57.145,54.215,48.105,0.641,4740,30,2015-08-19 07:00:00,3,100,0,130,1
20.487,1.548,2275.6,0.0,9.294,158.84,2.469,0.0,0.0,8.642,8.587,56.649,52.656,57.203,54.277,48.141,0.607,4800,30,2015-08-19 08:00:00,3,100,0,130,1
20.113,1.514,2270.0,0.0,9.343,158.91,2.711,0.0,0.0,8.622,8.568,56.976,52.828,57.242,54.297,48.285,0.642,4860,30,2015-08-19 09:00:00,3,100,0,130,1
20.453,1.535,2266.0,0.0,9.277,158.97,2.555,0.0,0.0,8.658,8.604,56.879,52.832,57.246,54.375,48.277,0.634,4920,30,2015-08-19 10:00:00,3,100,0,130,1
20.55,1.537,2267.8,0.0,9.288,158.81,2.68,0.0,0.0,8.644,8.585,56.663,52.82,57.254,54.375,48.266,0.641,4980,30,2015-08-19 11:00:00,3,100,0,130,1
20.386,1.531,2268.0,0.003,9.316,159.02,2.266,0.0,0.0,8.642,8.582,57.058,52.902,57.328,54.457,48.348,0.642,5040,30,2015-08-19 12:00:00,3,100,0,130,1
20.295,1.532,2302.0,0.0,9.297,158.98,2.187,0.0,0.0,8.636,8.587,56.889,52.953,57.336,54.457,48.344,0.63,5100,30,2015-08-19 13:00:00,3,100,0,130,1
20.115,1.524,2303.2,0.004,9.309,158.97,2.797,0.0,0.0,8.613,8.555,56.721,52.914,57.437,54.445,48.359,0.647,5160,30,2015-08-19 14:00:00,3,100,0,130,1
20.415,1.553,2297.6,0.003,9.28,158.86,2.609,0.0,0.0,8.575,8.521,56.834,52.93,57.422,54.539,48.359,0.641,5220,30,2015-08-19 15:00:00,3,100,0,130,1
20.758,1.567,2285.6,0.001,9.29,159.19,1.492,0.0,0.0,8.622,8.558,56.939,52.996,57.488,54.457,48.227,0.647,5280,30,2015-08-19 16:00:00,3,100,0,130,1
20.392,1.546,2284.0,0.001,9.281,159.13,1.469,0.0,0.0,8.616,8.557,56.869,53.004,57.512,54.539,48.414,0.638,5340,30,2015-08-19 17:00:00,3,100,0,130,1
20.516,1.553,2272.4,0.004,9.284,159.32,1.484,0.0,0.0,8.611,8.558,56.936,52.988,57.504,54.594,48.352,0.644,5400,30,2015-08-19 18:00:00,3,100,0,130,1
20.474,1.552,2270.4,0.0,9.261,159.24,2.609,0.0,0.0,8.623,8.57,56.803,53.148,57.516,54.641,48.398,0.641,5460,30,2015-08-19 19:00:00,3,100,0,130,1
