ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
31.554,1.509,2582.4,0.0,10.159,181.83,1.367,0.0,0.0,9.949,9.823,74.427,36.008,41.211,38.523,33.18,0.554,0,51,2020-11-29 00:00:00,3,100,0,130,1
23.995,1.17,2548.4,0.0,10.408,175.77,1.492,0.0,0.0,9.719,9.613,74.492,37.328,41.949,39.168,34.98,0.555,60,51,2020-11-29 01:00:00,3,100,0,130,1
21.711,1.101,2516.4,0.003,10.376,175.52,1.305,0.0,0.0,9.623,9.517,74.986,38.457,42.887,39.914,35.98,0.543,120,51,2020-11-29 02:00:00,3,100,0,130,1
20.687,1.096,2538.6,0.0,10.347,174.91,0.758,0.0,0.0,9.521,9.417,75.154,39.441,43.879,40.828,36.875,0.549,180,51,2020-11-29 03:00:00,3,100,0,130,1
19.887,1.094,2527.0,0.003,10.276,174.66,1.227,0.0,0.0,9.422,9.316,75.304,40.324,44.766,41.668,37.687,0.546,240,51,2020-11-29 04:00:00,3,100,0,130,1
19.402,1.098,2518.6,0.001,10.244,174.26,1.43,0.0,0.0,9.327,9.217,74.886,41.164,45.629,42.437,38.422,0.54,300,51,2020-11-29 05:00:00,3,100,0,130,1
18.391,1.076,2510.4,0.003,10.164,173.98,1.109,0.0,0.0,9.272,9.182,75.628,42.055,46.352,43.109,39.168,0.564,360,51,2020-11-29 06:00:00,3,100,0,130,1
17.966,1.074,2514.8,0.0,10.109,173.61,0.555,0.0,0.0,9.187,9.098,75.136,42.676,47.035,43.691,39.738,0.539,420,51,2020-11-29 07:00:00,3,100,0,130,1
18.223,1.112,2509.4,0.004,10.082,173.59,0.586,0.0,0.0,9.141,9.05,75.283,43.312,47.707,44.363,40.246,0.549,480,51,2020-11-29 08:00:00,3,100,0,130,1
17.861,1.122,2484.4,0.007,10.038,173.5,0.633,0.0,0.0,9.115,9.028,75.138,44.004,48.352,44.961,40.82,0.568,540,51,2020-11-29 09:00:00,3,100,0,130,1
