ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
37.552,1.785,2488.4,0.001,10.187,171.31,2.367,0,0.0,9.96,9.835,69.521,35.824,41.043,38.496,32.121,0.604,0,37,2017-05-21 00:00:00,3,100,0,130,1
24.925,1.219,2471.4,0.001,10.386,167.44,2.547,0,0.0,9.682,9.563,70.253,36.984,41.68,38.996,34.66,0.578,60,37,2017-05-21 01:00:00,3,100,0,130,1
21.51,1.076,2463.2,0.003,10.401,167.15,2.164,0,0.0,9.583,9.483,69.979,38.207,42.617,39.668,35.801,0.588,120,37,2017-05-21 02:00:00,3,100,0,130,1
19.709,1.027,2443.0,0.005,10.352,166.64,1.672,0,0.0,9.497,9.398,70.588,39.219,43.605,40.402,36.711,0.601,180,37,2017-05-21 03:00:00,3,100,0,130,1
19.831,1.081,2431.0,0.0,10.298,166.52,2.344,0,0.0,9.384,9.281,70.231,40.145,44.535,41.426,37.531,0.596,240,37,2017-05-21 04:00:00,3,100,0,130,1
19.162,1.078,2423.2,0.003,10.209,166.09,2.398,0,0.0,9.367,9.276,70.721,41.0,45.375,42.168,38.262,0.597,300,37,2017-05-21 05:00:00,3,100,0,130,1
18.57,1.074,2413.4,0.001,10.151,165.88,2.031,0,0.0,9.283,9.195,70.215,41.816,46.164,42.934,39.012,0.594,360,37,2017-05-21 06:00:00,3,100,0,130,1
17.418,1.037,2402.4,0.0,10.084,165.52,1.258,0,0.0,9.233,9.141,70.671,42.562,46.852,43.496,39.676,0.596,420,37,2017-05-21 07:00:00,3,100,0,130,1
17.949,1.095,2400.4,0.004,10.039,165.44,1.18,0,0.0,9.177,9.083,70.66,43.234,47.457,44.187,40.164,0.591,480,37,2017-05-21 08:00:00,3,100,0,130,1
18.055,1.116,2405.2,0.003,9.991,165.35,1.18,0,0.0,9.149,9.062,70.623,43.906,48.199,44.773,40.664,0.591,540,37,2017-05-21 09:00:00,3,100,0,130,1
17.859,1.136,2408.2,0.001,10.013,165.38,2.039,0,0.0,9.106,9.019,70.602,44.398,48.727,45.387,41.152,0.587,600,37,2017-05-21 10:00:00,3,100,0,130,1
17.774,1.148,2404.0,0.0,9.932,165.21,1.172,0,0.0,9.068,8.986,70.757,45.004,49.219,45.965,41.648,0.599,660,37,2017-05-21 11:00:00,3,100,0,130,1
17.469,1.146,2397.8,0.003,9.932,165.0,1.102,0,0.0,9.005,8.93,70.536,45.434,49.746,46.41,42.078,0.597,720,37,2017-05-21 12:00:00,3,100,0,130,1
17.556,1.176,2394.2,0.001,9.924,164.95,1.102,0,0.0,8.972,8.882,70.731,45.934,50.234,46.891,42.477,0.616,780,37,2017-05-21 13:00:00,3,100,0,130,1
17.382,1.187,2389.0,0.003,9.861,164.81,1.484,0,0.0,8.925,8.852,70.613,46.336,50.648,47.32,42.875,0.588,840,37,2017-05-21 14:00:00,3,100,0,130,1
17.552,1.2,2381.8,0.0,9.863,164.48,1.992,0,0.0,8.873,8.803,70.803,46.762,51.074,47.738,43.207,0.596,900,37,2017-05-21 15:00:00,3,100,0,130,1
17.69,1.215,2380.0,0.0,9.819,164.58,1.133,0,0.0,8.842,8.774,70.631,47.105,51.414,48.078,43.473,0.596,960,37,2017-05-21 16:00:00,3,100,0,130,1
17.517,1.213,2372.4,0.0,9.754,164.44,1.102,0,0.0,8.865,8.793,70.477,47.418,51.809,48.414,43.801,0.609,1020,37,2017-05-21 17:00:00,3,100,0,130,1
17.577,1.24,2360.8,0.003,9.791,164.28,1.156,0,0.0,8.884,8.811,70.846,47.75,52.098,48.738,44.051,0.626,1080,37,2017-05-21 18:00:00,3,100,0,130,1
