ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
37.954,1.809,2484.4,0.001,10.186,170.54,2.469,0,0.0,9.946,9.814,69.521,35.734,41.043,38.5,32.043,0.6,0,36,2017-02-18 00:00:00,3,100,0,130,1
24.848,1.202,2468.0,0.003,10.394,166.94,2.633,0,0.0,9.686,9.571,70.253,36.984,41.625,38.949,34.648,0.582,60,36,2017-02-18 01:00:00,3,100,0,130,1
21.627,1.082,2461.4,0.0,10.431,166.54,2.219,0,0.0,9.594,9.488,69.979,38.219,42.633,39.656,35.801,0.599,120,36,2017-02-18 02:00:00,3,100,0,130,1
19.83,1.022,2441.8,0.003,10.323,166.13,1.773,0,0.0,9.512,9.419,70.588,39.215,43.551,40.41,36.715,0.602,180,36,2017-02-18 03:00:00,3,100,0,130,1
19.468,1.054,2430.0,0.001,10.299,165.84,2.469,0,0.0,9.401,9.292,70.231,40.133,44.477,41.34,37.523,0.605,240,36,2017-02-18 04:00:00,3,100,0,130,1
19.093,1.073,2422.2,0.0,10.207,165.44,2.523,0,0.0,9.362,9.262,70.721,40.965,45.398,42.187,38.273,0.599,300,36,2017-02-18 05:00:00,3,100,0,130,1
18.47,1.073,2412.8,0.0,10.142,165.3,2.141,0,0.0,9.295,9.205,70.215,41.801,46.121,42.937,39.012,0.592,360,36,2017-02-18 06:00:00,3,100,0,130,1
18.116,1.074,2401.6,0.003,10.105,165.02,1.305,0,0.0,9.211,9.122,70.671,42.57,46.805,43.473,39.582,0.591,420,36,2017-02-18 07:00:00,3,100,0,130,1
17.949,1.094,2399.6,0.003,10.052,164.9,1.227,0,0.0,9.156,9.07,70.66,43.223,47.453,44.199,40.164,0.593,480,36,2017-02-18 08:00:00,3,100,0,130,1
17.957,1.11,2404.0,0.004,10.002,164.73,1.234,0,0.0,9.134,9.04,70.623,43.82,48.047,44.781,40.668,0.582,540,36,2017-02-18 09:00:00,3,100,0,130,1
17.755,1.132,2406.2,0.003,10.012,164.79,2.164,0,0.0,9.12,9.031,70.602,44.41,48.715,45.387,41.156,0.582,600,36,2017-02-18 10:00:00,3,100,0,130,1
18.111,1.169,2402.0,0.007,9.922,164.63,1.211,0,0.0,9.078,8.991,70.757,44.914,49.219,45.969,41.582,0.6,660,36,2017-02-18 11:00:00,3,100,0,130,1
17.619,1.155,2396.4,0.0,9.917,164.47,1.156,0,0.0,9.022,8.95,70.536,45.43,49.641,46.391,42.055,0.597,720,36,2017-02-18 12:00:00,3,100,0,130,1
17.571,1.174,2392.2,0.003,9.896,164.44,1.125,0,0.0,8.955,8.866,70.731,45.91,50.207,46.902,42.488,0.634,780,36,2017-02-18 13:00:00,3,100,0,130,1
17.713,1.194,2388.4,0.001,9.867,164.22,1.547,0,0.0,8.924,8.842,70.613,46.328,50.613,47.348,42.863,0.598,840,36,2017-02-18 14:00:00,3,100,0,130,1
17.539,1.199,2380.6,0.005,9.863,163.97,2.055,0,0.0,8.888,8.812,70.803,46.754,51.09,47.738,43.227,0.605,900,36,2017-02-18 15:00:00,3,100,0,130,1
17.752,1.217,2378.8,0.0,9.83,164.03,1.203,0,0.0,8.854,8.78,70.631,47.098,51.379,48.086,43.473,0.594,960,36,2017-02-18 16:00:00,3,100,0,130,1
17.46,1.221,2372.2,0.001,9.773,163.84,1.125,0,0.0,8.856,8.776,70.477,47.391,51.746,48.43,43.801,0.614,1020,36,2017-02-18 17:00:00,3,100,0,130,1
17.57,1.234,2360.6,0.0,9.761,163.81,1.258,0,0.0,8.877,8.798,70.846,47.68,52.094,48.746,44.039,0.629,1080,36,2017-02-18 18:00:00,3,100,0,130,1
17.228,1.235,2362.6,0.006,9.744,163.8,1.133,0,0.0,8.8,8.731,71.097,47.949,52.371,49.035,44.367,0.617,1140,36,2017-02-18 19:00:00,3,100,0,130,1
