ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
44.269,2.087,2407.8,0.005,10.163,160.51,6.266,0,0.0,9.976,9.851,54.079,35.402,40.797,38.559,30.996,0.553,0,21,2013-05-10 00:00:00,3,100,0,130,1
26.72,1.299,2406.0,0.0,10.389,158.77,7.25,0,0.0,9.691,9.587,54.092,36.398,41.277,38.992,34.316,0.551,60,21,2013-05-10 01:00:00,3,100,0,130,1
22.903,1.153,2393.8,0.0,10.381,158.64,6.117,0,0.0,9.582,9.472,54.786,37.578,42.141,39.562,35.48,0.554,120,21,2013-05-10 02:00:00,3,100,0,130,1
20.676,1.071,2382.0,0.0,10.376,158.1,5.156,0,0.0,9.478,9.384,54.78,38.633,43.121,40.344,36.461,0.536,180,21,2013-05-10 03:00:00,3,100,0,130,1
20.041,1.085,2373.8,0.001,10.292,157.94,7.266,0,0.0,9.379,9.266,54.451,39.488,44.113,41.266,37.348,0.545,240,21,2013-05-10 04:00:00,3,100,0,130,1
19.301,1.076,2369.8,0.0,10.19,157.63,7.57,0,0.0,9.364,9.26,54.438,40.402,44.887,41.992,38.109,0.544,300,21,2013-05-10 05:00:00,3,100,0,130,1
18.652,1.098,2362.0,0.0,10.162,157.41,6.273,0,0.0,9.266,9.177,54.704,41.156,45.703,42.797,38.852,0.561,360,21,2013-05-10 06:00:00,3,100,0,130,1
18.456,1.098,2359.6,0.001,10.102,157.33,4.531,0,0.0,9.236,9.151,54.922,41.984,46.437,43.465,39.516,0.535,420,21,2013-05-10 07:00:00,3,100,0,130,1
18.706,1.139,2357.6,0.001,10.096,157.28,4.031,0,0.0,9.194,9.107,54.88,42.66,47.117,44.203,40.0,0.535,480,21,2013-05-10 08:00:00,3,100,0,130,1
18.625,1.163,2348.0,0.0,10.023,157.11,4.266,0,0.0,9.158,9.073,55.037,43.293,47.723,44.793,40.492,0.544,540,21,2013-05-10 09:00:00,3,100,0,130,1
18.624,1.179,2349.8,0.003,9.991,157.14,6.969,0,0.0,9.089,9.003,54.642,43.902,48.379,45.375,41.0,0.545,600,21,2013-05-10 10:00:00,3,100,0,130,1
18.477,1.189,2344.0,0.004,9.936,156.93,3.836,0,0.0,9.049,8.973,54.439,44.41,48.902,45.953,41.512,0.554,660,21,2013-05-10 11:00:00,3,100,0,130,1
18.416,1.208,2337.8,0.0,9.951,156.9,3.594,0,0.0,8.996,8.913,55.57,44.898,49.391,46.465,41.984,0.56,720,21,2013-05-10 12:00:00,3,100,0,130,1
17.931,1.197,2332.0,0.0,9.922,156.76,4.039,0,0.0,8.991,8.919,55.066,45.336,49.844,46.891,42.395,0.558,780,21,2013-05-10 13:00:00,3,100,0,130,1
18.346,1.24,2332.0,0.0,9.855,156.66,4.969,0,0.0,8.923,8.858,55.098,45.941,50.273,47.402,42.73,0.566,840,21,2013-05-10 14:00:00,3,100,0,130,1
18.398,1.25,2328.0,0.001,9.853,156.38,6.375,0,0.0,8.882,8.804,54.995,46.262,50.703,47.746,43.047,0.554,900,21,2013-05-10 15:00:00,3,100,0,130,1
18.338,1.26,2328.0,0.0,9.811,156.47,3.937,0,0.0,8.862,8.78,54.906,46.594,51.082,48.172,43.367,0.555,960,21,2013-05-10 16:00:00,3,100,0,130,1
18.557,1.299,2327.8,0.001,9.79,156.5,3.492,0,0.0,8.889,8.807,55.284,46.937,51.406,48.586,43.645,0.561,1020,21,2013-05-10 17:00:00,3,100,0,130,1
17.922,1.266,2322.0,0.005,9.789,156.3,3.516,0,0.0,8.882,8.811,55.404,47.273,51.816,48.789,43.98,0.572,1080,21,2013-05-10 18:00:00,3,100,0,130,1
18.452,1.314,2321.8,0.001,9.737,156.28,3.93,0,0.0,8.811,8.726,55.303,47.535,52.094,49.238,44.211,0.589,1140,21,2013-05-10 19:00:00,3,100,0,130,1
18.184,1.317,2317.6,0.0,9.746,156.2,3.836,0,0.0,8.783,8.698,55.759,47.852,52.359,49.516,44.461,0.609,1200,21,2013-05-10 20:00:00,3,100,0,130,1
18.406,1.327,2313.8,0.003,9.644,156.15,3.305,0,0.0,8.856,8.785,56.204,48.09,52.617,49.746,44.645,0.583,1260,21,2013-05-10 21:00:00,3,100,0,130,1
18.061,1.309,2309.8,0.001,9.667,156.09,6.187,0,0.0,8.836,8.76,55.843,48.316,52.848,49.922,44.867,0.607,1320,21,2013-05-10 22:00:00,3,100,0,130,1
18.119,1.322,2309.6,0.003,9.632,155.98,3.445,0,0.0,8.785,8.727,55.751,48.547,53.102,50.25,45.043,0.619,1380,21,2013-05-10 23:00:00,3,100,0,130,1
18.38,1.34,2305.8,0.001,9.608,155.96,7.547,0,0.0,8.842,8.767,55.793,48.719,53.328,50.328,45.133,0.625,1440,21,2013-05-11 00:00:00,3,100,0,130,1
18.57,1.366,2309.4,0.001,9.624,155.93,7.305,0,0.0,8.764,8.698,55.509,48.941,53.52,50.586,45.297,0.635,1500,21,2013-05-11 01:00:00,3,100,0,130,1
18.333,1.352,2303.6,0.003,9.586,155.94,6.109,0,0.0,8.807,8.736,56.142,49.117,53.672,50.762,45.496,0.628,1560,21,2013-05-11 02:00:00,3,100,0,130,1
18.98,1.417,2300.0,0.0,9.559,155.84,4.062,0,0.0,8.755,8.688,56.127,49.344,53.859,51.012,45.508,0.609,1620,21,2013-05-11 03:00:00,3,100,0,130,1
18.532,1.377,2295.0,0.0,9.551,155.69,6.789,0,0.0,8.795,8.714,56.132,49.453,54.07,51.168,45.758,0.623,1680,21,2013-05-11 04:00:00,3,100,0,130,1
18.59,1.38,2293.6,0.003,9.559,155.56,7.461,0,0.0,8.778,8.712,55.191,49.727,54.191,51.219,45.793,0.641,1740,21,2013-05-11 05:00:00,3,100,0,130,1
18.625,1.394,2292.8,0.001,9.541,155.52,6.758,0,0.0,8.76,8.691,55.009,49.77,54.348,51.402,45.953,0.631,1800,21,2013-05-11 06:00:00,3,100,0,130,1
18.868,1.42,2294.2,0.001,9.536,155.47,6.641,0,0.0,8.765,8.71,55.22,49.879,54.418,51.605,46.059,0.617,1860,21,2013-05-11 07:00:00,3,100,0,130,1
19.372,1.46,2291.6,0.006,9.472,155.31,6.555,0,0.0,8.792,8.729,54.974,50.047,54.625,51.68,46.117,0.623,1920,21,2013-05-11 08:00:00,3,100,0,130,1
18.764,1.422,2291.0,0.0,9.493,155.49,6.734,0,0.0,8.733,8.684,55.311,50.121,54.695,51.762,46.207,0.613,1980,21,2013-05-11 09:00:00,3,100,0,130,1
19.053,1.444,2288.0,0.0,9.498,155.36,6.641,0,0.0,8.729,8.668,54.943,50.211,54.812,52.027,46.363,0.636,2040,21,2013-05-11 10:00:00,3,100,0,130,1
18.993,1.439,2288.2,0.001,9.469,155.12,6.227,0,0.0,8.778,8.707,55.129,50.383,54.879,52.023,46.379,0.623,2100,21,2013-05-11 11:00:00,3,100,0,130,1
19.299,1.457,2288.8,0.001,9.449,155.2,3.539,0,0.0,8.743,8.678,55.119,50.41,55.055,52.203,46.48,0.615,2160,21,2013-05-11 12:00:00,3,100,0,130,1
19.008,1.443,2289.2,0.001,9.459,155.23,6.797,0,0.0,8.745,8.682,55.069,50.539,55.141,52.273,46.605,0.61,2220,21,2013-05-11 13:00:00,3,100,0,130,1
19.422,1.487,2290.0,0.003,9.432,155.18,3.875,0,0.0,8.733,8.658,55.184,50.559,55.125,52.457,46.633,0.632,2280,21,2013-05-11 14:00:00,3,100,0,130,1
