ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
46.599,2.143,2409.6,0.001,10.171,153.82,18.406,0,0.0,9.936,9.824,69.141,35.176,40.785,38.316,30.473,0.619,0,10,2010-08-02 00:00:00,3,100,0,130,1
27.481,1.334,2409.6,0.001,10.417,153.53,21.711,0,0.0,9.698,9.585,65.715,35.727,41.031,38.781,34.004,0.615,60,10,2010-08-02 01:00:00,3,100,0,130,1
22.359,1.095,2395.8,0.006,10.434,153.27,19.258,0,0.0,9.595,9.491,67.32,36.879,41.855,39.332,35.402,0.638,120,10,2010-08-02 02:00:00,3,100,0,130,1
20.882,1.065,2382.8,0.001,10.329,152.94,21.469,0,0.0,9.525,9.422,68.991,37.969,42.809,40.078,36.227,0.643,180,10,2010-08-02 03:00:00,3,100,0,130,1
19.634,1.04,2373.0,0.0,10.267,152.68,23.883,0,0.0,9.41,9.312,59.523,38.883,43.742,40.867,37.109,0.644,240,10,2010-08-02 04:00:00,3,100,0,130,1
18.645,1.032,2369.6,0.003,10.214,152.51,24.906,0,0.0,9.36,9.257,62.036,39.711,44.633,41.75,38.02,0.643,300,10,2010-08-02 05:00:00,3,100,0,130,1
18.933,1.081,2364.0,0.007,10.161,152.22,21.023,0,0.0,9.295,9.203,67.794,40.539,45.387,42.613,38.66,0.627,360,10,2010-08-02 06:00:00,3,100,0,130,1
18.555,1.092,2358.8,0.0,10.1,152.03,26.711,0,0.0,9.205,9.116,64.151,41.309,46.199,43.355,39.332,0.647,420,10,2010-08-02 07:00:00,3,100,0,130,1
18.235,1.101,2356.4,0.0,10.071,152.13,23.578,0,0.0,9.158,9.055,61.919,42.074,46.859,43.969,39.898,0.65,480,10,2010-08-02 08:00:00,3,100,0,130,1
18.126,1.113,2348.8,0.001,10.012,152.01,25.93,0,0.0,9.12,9.038,59.601,42.66,47.465,44.562,40.402,0.642,540,10,2010-08-02 09:00:00,3,100,0,130,1
18.286,1.146,2348.8,0.003,9.979,151.9,24.93,0,0.0,9.117,9.038,60.661,43.316,48.137,45.16,40.906,0.637,600,10,2010-08-02 10:00:00,3,100,0,130,1
18.203,1.174,2346.6,0.0,9.919,151.71,23.773,0,0.0,9.083,8.993,65.122,43.918,48.699,45.785,41.406,0.646,660,10,2010-08-02 11:00:00,3,100,0,130,1
17.647,1.15,2338.6,0.001,9.942,151.71,20.812,0,0.0,9.022,8.95,62.069,44.398,49.23,46.211,41.879,0.657,720,10,2010-08-02 12:00:00,3,100,0,130,1
17.619,1.164,2336.6,0.004,9.882,151.62,26.609,0,0.0,8.946,8.873,67.981,44.914,49.68,46.684,42.309,0.671,780,10,2010-08-02 13:00:00,3,100,0,130,1
17.811,1.196,2333.6,0.003,9.874,151.57,23.375,0,0.0,8.914,8.845,69.362,45.336,50.062,47.145,42.648,0.664,840,10,2010-08-02 14:00:00,3,100,0,130,1
