ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
41.406,1.956,2407.8,0.003,10.156,165.69,3.602,0.0,0.0,9.964,9.835,68.609,35.559,40.926,38.492,31.465,0.569,0,29,2015-05-16 00:00:00,3,100,0,130,1
25.59,1.24,2406.0,0.003,10.392,163.03,3.883,0.0,0.0,9.687,9.573,68.961,36.738,41.465,38.996,34.5,0.557,60,29,2015-05-16 01:00:00,3,100,0,130,1
22.087,1.117,2393.8,0.001,10.373,162.79,3.305,0.0,0.0,9.58,9.464,69.296,37.984,42.348,39.605,35.625,0.561,120,29,2015-05-16 02:00:00,3,100,0,130,1
20.144,1.053,2402.0,0.0,10.345,162.34,2.609,0.0,0.0,9.481,9.39,69.6,38.988,43.363,40.316,36.551,0.562,180,29,2015-05-16 03:00:00,3,100,0,130,1
19.614,1.064,2390.8,0.003,10.274,162.01,3.703,0.0,0.0,9.377,9.266,69.325,39.883,44.301,41.297,37.437,0.576,240,29,2015-05-16 04:00:00,3,100,0,130,1
18.852,1.052,2387.8,0.004,10.214,161.69,3.828,0.0,0.0,9.377,9.273,69.893,40.738,45.113,42.098,38.27,0.542,300,29,2015-05-16 05:00:00,3,100,0,130,1
18.538,1.079,2377.0,0.003,10.138,161.44,3.367,0.0,0.0,9.288,9.186,69.331,41.559,45.934,42.867,38.922,0.553,360,29,2015-05-16 06:00:00,3,100,0,130,1
18.184,1.076,2383.6,0.003,10.096,161.29,2.109,0.0,0.0,9.24,9.157,69.467,42.309,46.621,43.465,39.512,0.546,420,29,2015-05-16 07:00:00,3,100,0,130,1
18.253,1.12,2381.6,0.0,10.068,161.34,1.953,0.0,0.0,9.186,9.097,69.462,42.988,47.254,44.199,40.082,0.564,480,29,2015-05-16 08:00:00,3,100,0,130,1
18.33,1.143,2366.0,0.001,10.016,160.99,1.984,0.0,0.0,9.161,9.075,69.425,43.559,47.953,44.863,40.648,0.565,540,29,2015-05-16 09:00:00,3,100,0,130,1
18.193,1.149,2356.8,0.004,9.964,161.06,3.437,0.0,0.0,9.096,9.012,69.722,44.152,48.5,45.387,41.066,0.55,600,29,2015-05-16 10:00:00,3,100,0,130,1
18.242,1.177,2351.0,0.0,9.931,160.93,1.781,0.0,0.0,9.064,8.98,68.992,44.703,49.039,45.945,41.566,0.561,660,29,2015-05-16 11:00:00,3,100,0,130,1
18.239,1.199,2337.8,0.005,9.895,160.78,1.75,0.0,0.0,8.995,8.919,69.801,45.25,49.535,46.453,41.973,0.56,720,29,2015-05-16 12:00:00,3,100,0,130,1
17.533,1.17,2341.0,0.008,9.896,160.74,1.773,0.0,0.0,8.983,8.901,69.581,45.687,49.992,46.887,42.48,0.567,780,29,2015-05-16 13:00:00,3,100,0,130,1
17.95,1.224,2350.0,0.0,9.877,160.59,2.328,0.0,0.0,8.927,8.844,69.905,46.094,50.453,47.402,42.797,0.575,840,29,2015-05-16 14:00:00,3,100,0,130,1
18.079,1.24,2356.0,0.003,9.849,160.3,3.016,0.0,0.0,8.875,8.793,69.958,46.5,50.824,47.781,43.148,0.579,900,29,2015-05-16 15:00:00,3,100,0,130,1
18.256,1.263,2355.0,0.009,9.831,160.45,1.805,0.0,0.0,8.852,8.769,70.257,46.871,51.254,48.152,43.484,0.565,960,29,2015-05-16 16:00:00,3,100,0,130,1
18.227,1.278,2352.8,0.0,9.786,160.38,1.758,0.0,0.0,8.883,8.799,69.79,47.199,51.586,48.57,43.742,0.591,1020,29,2015-05-16 17:00:00,3,100,0,130,1
17.74,1.258,2348.0,0.001,9.773,160.32,1.781,0.0,0.0,8.883,8.814,70.076,47.52,51.934,48.812,44.047,0.587,1080,29,2015-05-16 18:00:00,3,100,0,130,1
17.932,1.281,2353.2,0.005,9.74,160.15,1.719,0.0,0.0,8.804,8.726,69.972,47.762,52.262,49.164,44.293,0.579,1140,29,2015-05-16 19:00:00,3,100,0,130,1
18.215,1.313,2338.8,0.0,9.722,160.09,1.75,0.0,0.0,8.773,8.704,71.16,48.059,52.562,49.441,44.457,0.607,1200,29,2015-05-16 20:00:00,3,100,0,130,1
18.103,1.303,2340.0,0.005,9.657,159.89,1.586,0.0,0.0,8.859,8.788,69.94,48.344,52.789,49.676,44.629,0.644,1260,29,2015-05-16 21:00:00,3,100,0,130,1
18.145,1.322,2337.6,0.003,9.643,159.86,3.047,0.0,0.0,8.84,8.771,69.644,48.508,53.02,49.926,44.871,0.611,1320,29,2015-05-16 22:00:00,3,100,0,130,1
17.868,1.299,2332.8,0.0,9.612,159.91,1.602,0.0,0.0,8.811,8.73,69.873,48.707,53.199,50.07,45.051,0.621,1380,29,2015-05-16 23:00:00,3,100,0,130,1
18.073,1.323,2328.8,0.0,9.624,160.08,3.414,0.0,0.0,8.849,8.767,70.153,48.988,53.375,50.312,45.211,0.632,1440,29,2015-05-17 00:00:00,3,100,0,130,1
18.054,1.33,2323.6,0.001,9.604,159.7,3.305,0.0,0.0,8.772,8.708,69.763,49.102,53.613,50.594,45.383,0.635,1500,29,2015-05-17 01:00:00,3,100,0,130,1
