ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,iteration,cohort,date_time,cooler_condition,valve_condition,internal_pump_leakage,hydrolic_acucumlator_bar,stable_flag
33.226,1.586,2493.4,0.0,10.163,177.9,1.742,0,0.0,9.969,9.84,68.677,35.914,41.121,38.508,32.84,0.576,0,46,2019-08-27 00:00:00,3,100,0,130,1
24.341,1.198,2475.4,0.004,10.417,172.73,1.82,0,0.0,9.684,9.58,69.321,37.238,41.871,39.156,34.898,0.556,60,46,2019-08-27 01:00:00,3,100,0,130,1
21.453,1.077,2469.4,0.003,10.399,172.46,1.562,0,0.0,9.583,9.476,69.57,38.375,42.852,39.789,35.875,0.554,120,46,2019-08-27 02:00:00,3,100,0,130,1
20.367,1.072,2445.4,0.004,10.341,171.95,1.016,0,0.0,9.481,9.382,69.585,39.359,43.84,40.668,36.805,0.55,180,46,2019-08-27 03:00:00,3,100,0,130,1
19.752,1.076,2433.4,0.001,10.281,171.59,1.469,0,0.0,9.373,9.266,68.829,40.309,44.695,41.504,37.609,0.57,240,46,2019-08-27 04:00:00,3,100,0,130,1
19.029,1.075,2425.4,0.0,10.241,171.21,1.695,0,0.0,9.373,9.266,69.784,41.133,45.539,42.34,38.414,0.567,300,46,2019-08-27 05:00:00,3,100,0,130,1
18.422,1.08,2415.4,0.0,10.142,170.94,1.289,0,0.0,9.281,9.186,69.481,41.973,46.297,43.059,39.09,0.561,360,46,2019-08-27 06:00:00,3,100,0,130,1
17.874,1.079,2403.4,0.0,10.097,170.6,0.797,0,0.0,9.243,9.154,69.596,42.668,46.988,43.613,39.738,0.555,420,46,2019-08-27 07:00:00,3,100,0,130,1
18.187,1.107,2401.4,0.001,10.067,170.6,0.719,0,0.0,9.184,9.094,69.524,43.293,47.699,44.359,40.238,0.557,480,46,2019-08-27 08:00:00,3,100,0,130,1
18.109,1.133,2407.4,0.0,10.023,170.37,0.781,0,0.0,9.164,9.08,69.262,43.992,48.312,44.969,40.742,0.564,540,46,2019-08-27 09:00:00,3,100,0,130,1
17.907,1.13,2411.4,0.003,9.962,170.43,1.305,0,0.0,9.094,9.012,70.089,44.492,48.906,45.469,41.234,0.564,600,46,2019-08-27 10:00:00,3,100,0,130,1
17.606,1.132,2407.4,0.005,9.929,170.27,0.758,0,0.0,9.064,8.982,69.558,45.016,49.41,46.008,41.734,0.563,660,46,2019-08-27 11:00:00,3,100,0,130,1
17.685,1.157,2401.4,0.003,9.929,170.13,0.758,0,0.0,8.996,8.919,69.747,45.496,49.898,46.457,42.156,0.567,720,46,2019-08-27 12:00:00,3,100,0,130,1
17.245,1.152,2397.4,0.0,9.909,169.96,0.578,0,0.0,8.982,8.905,69.37,46.031,50.309,46.902,42.57,0.561,780,46,2019-08-27 13:00:00,3,100,0,130,1
17.618,1.197,2391.4,0.0,9.86,169.59,0.977,0,0.0,8.916,8.854,69.971,46.43,50.82,47.383,42.887,0.57,840,46,2019-08-27 14:00:00,3,100,0,130,1
17.222,1.176,2383.4,0.003,9.848,169.44,1.383,0,0.0,8.877,8.797,69.898,46.844,51.172,47.727,43.293,0.555,900,46,2019-08-27 15:00:00,3,100,0,130,1
17.246,1.19,2381.4,0.004,9.831,169.38,0.625,0,0.0,8.846,8.783,70.028,47.199,51.586,48.07,43.551,0.579,960,46,2019-08-27 16:00:00,3,100,0,130,1
17.504,1.218,2373.4,0.0,9.766,169.37,0.562,0,0.0,8.874,8.802,70.216,47.523,51.852,48.41,43.801,0.572,1020,46,2019-08-27 17:00:00,3,100,0,130,1
17.364,1.215,2383.4,0.0,9.753,169.23,0.703,0,0.0,8.892,8.823,69.738,47.75,52.246,48.75,44.133,0.588,1080,46,2019-08-27 18:00:00,3,100,0,130,1
17.107,1.218,2384.4,0.0,9.769,169.22,0.703,0,0.0,8.8,8.731,70.219,48.07,52.527,49.07,44.445,0.593,1140,46,2019-08-27 19:00:00,3,100,0,130,1
17.132,1.232,2418.4,0.0,9.74,169.1,0.711,0,0.0,8.779,8.722,69.54,48.359,52.844,49.312,44.621,0.611,1200,46,2019-08-27 20:00:00,3,100,0,130,1
17.916,1.293,2411.4,0.0,9.654,168.98,0.625,0,0.0,8.849,8.776,70.535,48.535,53.09,49.664,44.715,0.616,1260,46,2019-08-27 21:00:00,3,100,0,130,1
17.82,1.287,2386.4,0.001,9.634,168.79,1.133,0,0.0,8.837,8.781,70.0,48.777,53.297,49.852,44.867,0.588,1320,46,2019-08-27 22:00:00,3,100,0,130,1
17.62,1.283,2382.4,0.0,9.628,168.62,0.625,0,0.0,8.804,8.719,69.818,48.957,53.457,50.07,45.117,0.616,1380,46,2019-08-27 23:00:00,3,100,0,130,1
17.758,1.29,2407.4,0.001,9.628,168.72,1.25,0,0.0,8.84,8.763,70.08,49.187,53.594,50.297,45.293,0.614,1440,46,2019-08-28 00:00:00,3,100,0,130,1
18.26,1.342,2412.0,0.001,9.584,168.66,1.352,0,0.0,8.764,8.7,69.775,49.375,53.887,50.504,45.309,0.632,1500,46,2019-08-28 01:00:00,3,100,0,130,1
18.292,1.36,2416.8,0.0,9.569,168.56,1.094,0,0.0,8.816,8.751,69.634,49.621,54.117,50.758,45.52,0.628,1560,46,2019-08-28 02:00:00,3,100,0,130,1
18.723,1.392,2418.8,0.003,9.586,168.47,0.742,0,0.0,8.757,8.69,70.134,49.762,54.273,50.937,45.531,0.613,1620,46,2019-08-28 03:00:00,3,100,0,130,1
18.113,1.343,2415.0,0.003,9.538,168.29,1.156,0,0.0,8.795,8.729,69.844,49.961,54.383,51.027,45.773,0.612,1680,46,2019-08-28 04:00:00,3,100,0,130,1
18.379,1.374,2407.8,0.0,9.549,168.17,1.305,0,0.0,8.76,8.692,70.005,50.117,54.621,51.148,45.781,0.603,1740,46,2019-08-28 05:00:00,3,100,0,130,1
18.797,1.408,2412.0,0.007,9.508,168.06,1.281,0,0.0,8.752,8.688,70.034,50.16,54.633,51.363,45.879,0.61,1800,46,2019-08-28 06:00:00,3,100,0,130,1
18.348,1.384,2407.4,0.0,9.481,167.93,1.18,0,0.0,8.783,8.71,69.919,50.281,54.789,51.516,46.125,0.593,1860,46,2019-08-28 07:00:00,3,100,0,130,1
18.803,1.406,2402.4,0.0,9.489,168.06,1.25,0,0.0,8.76,8.698,70.085,50.383,54.937,51.551,46.043,0.622,1920,46,2019-08-28 08:00:00,3,100,0,130,1
18.618,1.406,2403.6,0.003,9.529,168.05,1.227,0,0.0,8.733,8.671,69.918,50.52,55.074,51.699,46.203,0.609,1980,46,2019-08-28 09:00:00,3,100,0,130,1
18.305,1.379,2398.8,0.003,9.476,167.81,1.352,0,0.0,8.726,8.66,69.731,50.609,55.195,51.781,46.375,0.604,2040,46,2019-08-28 10:00:00,3,100,0,130,1
18.925,1.421,2397.8,0.001,9.434,167.59,1.211,0,0.0,8.782,8.712,69.885,50.797,55.301,51.852,46.297,0.621,2100,46,2019-08-28 11:00:00,3,100,0,130,1
18.759,1.413,2397.8,0.005,9.459,167.66,0.578,0,0.0,8.733,8.67,69.617,50.832,55.406,52.027,46.469,0.607,2160,46,2019-08-28 12:00:00,3,100,0,130,1
18.372,1.382,2397.0,0.001,9.485,167.74,1.195,0,0.0,8.722,8.675,69.533,50.957,55.453,52.027,46.586,0.618,2220,46,2019-08-28 13:00:00,3,100,0,130,1
18.546,1.411,2396.2,0.001,9.452,167.52,0.609,0,0.0,8.707,8.645,69.557,51.023,55.488,52.266,46.707,0.617,2280,46,2019-08-28 14:00:00,3,100,0,130,1
19.23,1.459,2392.4,0.003,9.474,167.69,0.633,0,0.0,8.705,8.642,69.767,51.0,55.617,52.285,46.523,0.591,2340,46,2019-08-28 15:00:00,3,100,0,130,1
19.441,1.486,2378.2,0.0,9.446,167.56,0.523,0,0.0,8.748,8.69,69.712,51.141,55.711,52.375,46.547,0.609,2400,46,2019-08-28 16:00:00,3,100,0,130,1
18.863,1.441,2363.2,0.003,9.401,167.75,1.211,0,0.0,8.749,8.685,69.64,51.219,55.723,52.473,46.805,0.618,2460,46,2019-08-28 17:00:00,3,100,0,130,1
18.624,1.428,2351.4,0.004,9.457,167.47,0.797,0,0.0,8.703,8.642,69.57,51.301,55.844,52.461,46.855,0.603,2520,46,2019-08-28 18:00:00,3,100,0,130,1
19.057,1.46,2345.4,0.001,9.419,167.48,0.977,0,0.0,8.708,8.651,69.882,51.379,55.891,52.555,46.797,0.596,2580,46,2019-08-28 19:00:00,3,100,0,130,1
19.037,1.469,2319.4,0.003,9.39,167.35,1.156,0,0.0,8.729,8.67,69.831,51.426,55.957,52.648,46.879,0.621,2640,46,2019-08-28 20:00:00,3,100,0,130,1
19.435,1.494,2337.4,0.003,9.383,167.44,0.797,0,0.0,8.703,8.634,69.718,51.477,56.031,52.785,46.867,0.61,2700,46,2019-08-28 21:00:00,3,100,0,130,1
